Event,Device,Trip,Starttime,Endtime,Duration,Pedestrians,Stoptime
220,10165,1239,134260,134400,140,3,0
221,10165,1351,102250,102520,270,2,0
222,10165,1351,103090,103480,390,1,0
223,10165,1351,108950,113880,4930,1,4770
224,10165,1351,114550,114630,80,1,0
225,10165,1382,88960,89310,350,1,0
226,10165,1411,4730,5410,680,3,0
227,10165,1427,170740,171060,320,1,0
228,10165,1429,96640,97340,700,2,0
229,10165,1468,185620,185860,240,2,0
230,10165,1472,84820,85330,510,4,0
231,10165,1477,82900,82940,40,1,0
232,10165,1479,122630,123070,440,2,0
233,10165,1484,92870,93380,510,2,0
234,10165,1491,161590,162050,460,3,0
235,10165,1540,295430,296390,960,1,0
236,10165,1547,301520,302280,760,1,0
237,10165,1548,199100,199380,280,2,0
238,10204,335,64030,64590,560,2,0
239,10204,1525,272210,272950,740,1,0
240,10204,1530,55190,59310,4120,3,2320
241,10204,1530,66540,67930,1390,1,830
242,10204,1530,75690,75780,90,1,0
243,10204,1615,7760,7830,70,1,0
244,10204,1615,11860,12610,750,3,0
245,10204,1615,36570,36760,190,1,0
246,10205,953,16430,16810,380,1,0
247,10205,1266,57320,57550,230,2,0
248,10205,1540,57180,57830,650,4,0
249,10205,1654,80350,80350,0,2,0
250,10205,1689,10560,11310,750,1,0
251,10205,1689,11830,12180,350,1,0
252,10205,1689,69530,70480,950,3,760
253,10205,1689,77090,77290,200,1,0
254,10222,352,138850,139170,320,1,0
255,10222,3099,1200,1420,220,1,0
256,10502,1339,67980,68190,210,2,0
257,10502,1465,66200,66220,20,2,0
258,10502,1534,14170,14550,380,1,0
259,10502,1534,17990,18600,610,2,0
260,10502,1675,8940,8940,0,1,0
261,10502,1787,60980,62110,1130,3,0
262,10502,1901,11020,11960,940,2,0
263,10510,471,49910,50090,180,2,0
264,10510,471,50940,51510,570,2,0
265,10510,2934,39760,39910,150,1,0
266,10510,2935,60490,60780,290,1,0
267,10557,1971,184770,184860,90,2,0
268,10557,1971,185790,185920,130,2,0
269,10557,1971,190670,191930,1260,2,1250
270,10557,1971,193370,194730,1360,3,760
271,10557,1971,195350,199840,4490,2,4140
272,10557,1971,201870,202900,1030,2,880
273,10557,1971,207510,208530,1020,2,1020
274,10557,1971,215460,219230,3770,3,2670
275,10557,1971,219910,222390,2480,2,2360
276,10557,1981,86010,86140,130,3,0
277,10557,1982,219430,219900,470,1,470
278,10557,1982,237800,237880,80,2,80
279,10557,1982,240830,241550,720,2,160
280,10557,1982,243970,244840,870,1,520
281,10557,1982,246440,246720,280,2,0
282,10557,1986,36740,37990,1250,1,1180
283,10557,1986,53210,53640,430,2,420
284,10557,1986,54680,55230,550,1,550
285,10557,1986,61050,63470,2420,1,1290
286,10557,1986,64860,65680,820,1,820
287,10557,1986,70810,70900,90,1,90
288,10557,1986,72140,73240,1100,1,1100
289,10557,1986,73830,75140,1310,1,1310
290,10557,1986,75790,75960,170,1,170
291,10557,1986,76810,77920,1110,1,1100
292,10557,1991,55290,56360,1070,1,0
293,10557,1991,78670,78760,90,1,90
294,10557,1991,81870,82030,160,1,20
295,10557,1991,84430,85010,580,1,580
296,10557,1991,86090,86280,190,1,190
297,10557,1991,89700,90220,520,1,520
298,10557,2070,179120,179690,570,1,0
299,10569,1821,45950,46990,1040,4,0
300,10570,6021,56710,57220,510,2,0
301,10572,26,2320,2550,230,1,0
302,10572,27,82360,82470,110,1,0
303,10572,28,3530,3550,20,1,0
304,10572,48,95870,95990,120,2,0
305,10572,98,80210,80330,120,1,0
306,10572,107,105070,105180,110,2,0
307,10572,109,83140,83690,550,1,0
308,10572,146,85760,85790,30,1,0
309,10572,161,82670,82790,120,1,0
310,10572,173,111890,112100,210,1,0
311,10572,183,124210,124310,100,1,0
312,10572,185,135330,135570,240,2,0
313,10572,206,89720,89770,50,1,0
314,10572,208,89920,90050,130,1,0
315,10572,215,87820,88060,240,2,0
316,10572,221,1040,1370,330,2,0
317,10573,616,66400,67270,870,2,0
318,10574,1564,12580,12760,180,2,0
319,10574,2369,6710,6820,110,2,0
320,10574,3446,24930,25220,290,1,0
321,10584,24,30260,30400,140,2,0
322,10584,29,84530,84640,110,2,0
323,10584,46,36100,37480,1380,3,0
324,10584,48,32780,32960,180,1,0
325,10584,51,40990,41280,290,2,0
326,10584,76,36320,36440,120,1,0
327,10584,89,29550,29870,320,2,0
328,10584,89,32530,32630,100,1,0
329,10584,92,30500,30690,190,2,0
330,10584,121,27350,27490,140,1,0
331,10584,125,32160,32440,280,2,0
332,10584,125,33050,33430,380,2,0
333,10584,127,31940,32730,790,3,0
334,10584,130,26730,27150,420,1,0
335,10584,153,28660,29200,540,1,0
336,10584,159,28210,28860,650,2,0
337,10584,159,29900,30030,130,1,0
338,10584,165,56660,56850,190,1,0
339,10584,179,38080,38570,490,2,80
340,10584,179,39820,39930,110,2,0
341,10584,181,29960,30120,160,2,0
342,10584,184,32420,32570,150,1,0
343,10584,198,30490,31010,520,1,0
344,10584,202,26270,27960,1690,1,0
345,10584,203,11310,11860,550,2,120
346,10584,203,13340,14400,1060,2,0
347,10584,208,28500,29150,650,1,0
348,10584,210,3360,3520,160,2,110
349,10584,212,64600,64710,110,2,0
350,10584,214,30960,32280,1320,1,0
351,10584,229,28510,28740,230,3,0
352,10584,229,29410,29570,160,1,0
353,10584,235,27000,27820,820,3,0
354,10584,235,28830,29330,500,3,0
355,10584,238,82780,82790,10,4,0
356,10584,243,35840,37350,1510,2,0
357,10584,266,28450,28650,200,1,0
358,10584,279,28090,28190,100,2,0
359,10584,282,32150,32270,120,1,0
360,10584,285,28490,28610,120,2,0
361,10584,288,2040,2270,230,2,0
362,10584,310,24890,25540,650,2,0
363,10584,311,8180,8360,180,2,180
364,10584,311,13530,14850,1320,2,1110
365,10584,319,32080,32600,520,1,150
366,10584,325,28910,29130,220,1,0
367,10584,325,30260,30430,170,1,0
368,10584,327,33300,33820,520,1,0
369,10584,356,34700,34920,220,1,0
370,10584,400,32930,33050,120,1,0
371,10584,402,34740,34830,90,1,0
372,10584,422,6990,7200,210,3,0
373,10584,425,30350,30920,570,2,0
374,10584,425,31590,31800,210,1,0
375,10584,457,43710,43810,100,1,0
376,10584,457,45310,45440,130,1,30
377,10584,472,26750,26840,90,1,0
378,10584,472,27660,27750,90,2,0
379,10584,482,25260,26230,970,2,0
380,10584,484,38280,38430,150,2,0
381,10584,487,29430,29770,340,1,0
382,10584,493,27070,27410,340,4,0
383,10584,591,32460,32980,520,1,0
384,10584,593,49790,50220,430,1,0
385,10584,612,28730,29000,270,3,0
386,10584,617,28630,28770,140,1,0
387,10584,625,66880,67840,960,3,0
388,10584,625,68420,68520,100,1,0
389,10584,625,69590,71610,2020,1,2020
390,10584,639,36280,36820,540,1,0
391,10584,644,21800,22270,470,2,0
392,10584,650,33990,35840,1850,3,640
393,10584,650,36540,36880,340,1,0
394,10584,650,38440,38520,80,2,80
395,10584,652,54000,54870,870,2,0
396,10584,676,29560,29780,220,1,0
397,10584,678,30670,30940,270,1,0
398,10584,680,28710,28830,120,1,0
399,10584,680,35160,35790,630,1,630
400,10584,711,31440,32060,620,1,0
401,10584,737,31710,31870,160,1,0
402,10584,765,32670,34620,1950,4,0
403,10584,765,35630,36370,740,1,690
404,10584,768,31290,31830,540,1,0
405,10584,772,29940,30770,830,1,0
406,10584,780,28430,29730,1300,3,0
407,10584,782,32290,32860,570,2,0
408,10584,791,54560,54680,120,1,0
409,10584,797,11540,11770,230,1,0
410,10584,797,14850,15420,570,1,530
411,10584,801,15350,15360,10,1,0
412,10584,823,33240,33260,20,2,0
413,10584,830,29730,30880,1150,4,0
414,10584,830,32050,32330,280,1,0
415,10584,832,33810,34400,590,1,0
416,10584,862,34830,35410,580,2,580
417,10584,866,34930,35270,340,1,0
418,10584,871,27870,28320,450,2,0
419,10584,873,43890,44010,120,1,0
420,10584,878,27620,27720,100,1,0
421,10584,885,32300,34090,1790,4,0
422,10584,893,29560,29930,370,1,0
423,10584,895,30400,30820,420,2,0
424,10584,895,31350,31440,90,1,0
425,10584,918,29440,29530,90,1,0
426,10584,920,31690,31870,180,1,0
427,10584,925,93950,94130,180,1,0
428,10584,930,38540,38630,90,1,0
429,10584,933,26520,26730,210,2,0
430,10584,953,26610,26940,330,1,0
431,10584,957,29920,30860,940,1,0
432,10584,957,31440,31770,330,1,0
433,10584,960,29020,29050,30,2,0
434,10584,960,29840,32040,2200,2,460
435,10584,960,32560,32780,220,1,220
436,10584,980,18890,19000,110,1,0
437,10584,982,30120,30320,200,1,0
438,10584,985,24960,25860,900,2,0
439,10584,987,28900,30140,1240,2,0
440,10584,1008,28920,29180,260,2,0
441,10584,1010,28510,28650,140,1,0
442,10584,1010,36370,37090,720,3,710
443,10584,1026,28120,28860,740,1,0
444,10584,1029,29710,30690,980,2,0
445,10584,1033,28820,29730,910,2,0
446,10584,1043,1530,1620,90,1,0
447,10584,1076,29990,31480,1490,3,260
448,10584,1080,27990,29340,1350,2,0
449,10584,1111,28920,29110,190,1,0
450,10584,1111,29710,29820,110,1,0
451,10584,1116,22090,22230,140,1,0
452,10584,1132,26940,27240,300,4,0
453,10584,1137,11380,12540,1160,1,0
454,10584,1144,27990,28610,620,2,0
455,10587,323,15800,16140,340,1,0
456,10587,894,28940,29050,110,1,0
457,10587,1589,48690,48960,270,1,0
458,10587,1620,109950,110160,210,2,0
459,10587,1634,35770,35780,10,3,0
460,10587,1695,45360,45600,240,1,0
461,10587,1695,50430,50540,110,4,0
462,10587,1871,53880,53980,100,1,0
463,10587,1873,34540,35170,630,4,350
464,10587,2050,58440,58440,0,2,0
465,10587,2050,87950,88520,570,1,570
466,10587,2050,89370,89940,570,1,570
467,10587,2050,93700,94080,380,2,0
468,10587,2077,46570,46600,30,2,0
469,10587,2089,29750,31650,1900,1,1530
470,10587,2089,33320,33930,610,2,0
471,10587,2090,27340,27340,0,3,0
472,10587,2221,144580,144800,220,3,0
473,10587,2221,145420,145880,460,3,330
474,10587,2221,147390,147730,340,2,200
475,10587,2221,149760,149970,210,3,0
476,10587,2222,28480,28520,40,1,0
477,10587,2317,2710,2850,140,2,0
478,10587,2380,54780,54820,40,1,0
479,10587,2381,3190,3370,180,3,0
480,10587,2476,22750,22840,90,3,0
481,10587,2478,32690,33080,390,1,0
482,10587,2482,23160,23220,60,3,0
483,10587,2482,28010,28190,180,3,0
484,10587,2482,28710,29200,490,5,270
485,10587,2533,30670,30970,300,1,0
486,10587,2533,35080,35170,90,1,0
487,10587,2533,38220,38340,120,1,120
488,10587,3040,29130,29130,0,2,0
489,10587,3040,29790,29870,80,1,0
490,10587,3205,2250,2850,600,2,0
491,10587,3285,69050,70310,1260,2,1220
492,10587,3285,71490,71650,160,2,0
493,10587,3301,46410,46520,110,3,0
494,10587,3432,1120,1650,530,3,0
495,10587,3541,59320,60510,1190,1,610
496,10587,3988,70620,70750,130,1,0
497,10587,3989,8590,8790,200,1,0
498,10587,4053,7240,8470,1230,1,0
499,10587,4053,9150,9250,100,1,0
500,10587,4053,10020,10730,710,3,540
501,10587,4053,14460,14770,310,2,0
502,10587,4146,2950,3170,220,1,0
503,10587,4712,1260,1350,90,1,0
504,10587,5282,1360,1400,40,1,0
505,10593,791,23070,23160,90,3,0
506,10593,791,25590,26840,1250,4,0
507,10593,791,28530,28640,110,1,0
508,10593,815,21350,21750,400,1,0
509,10593,815,30020,31820,1800,2,0
510,10593,815,33360,33440,80,2,0
511,10593,815,34380,34670,290,2,0
512,10593,816,390,590,200,1,200
513,10605,5561,244170,244620,450,4,0
514,10605,5957,108530,109810,1280,3,0
515,10607,353,108100,108370,270,1,270
516,10607,353,112000,112850,850,2,830
517,10607,353,115200,115440,240,5,0
518,10607,353,115950,118210,2260,3,430
519,10607,356,107080,107320,240,1,0
520,10607,356,110130,110770,640,1,230
521,10607,356,111310,113060,1750,1,1640
522,10607,356,115020,117480,2460,2,1330
523,10607,356,119930,120150,220,1,220
524,10607,356,121250,122510,1260,3,1050
525,10607,356,127600,129250,1650,3,1650
526,10607,356,137230,138360,1130,4,450
527,10607,356,140800,141620,820,5,820
528,10607,356,142730,143400,670,2,0
529,10607,360,126890,129920,3030,4,2570
530,10607,362,125430,125710,280,2,0
531,10607,362,129460,131260,1800,3,1270
532,10607,362,133540,135730,2190,3,1900
533,10607,362,144190,144600,410,3,410
534,10607,362,145530,146230,700,3,220
535,10607,371,10490,10660,170,1,0
536,10607,371,12470,12810,340,1,340
537,10607,371,14170,14780,610,2,50
538,10607,371,15360,15580,220,2,0
539,10607,394,107170,108290,1120,4,1060
540,10607,402,101900,102510,610,4,370
541,10607,402,103260,107420,4160,5,2740
542,10607,402,111810,112450,640,2,640
543,10607,402,122310,123380,1070,3,1040
544,10607,402,126450,127540,1090,2,1010
545,10607,402,130010,131620,1610,4,1060
546,10607,402,132240,134670,2430,4,1700
547,10607,402,146850,147480,630,3,630
548,10607,402,151490,154480,2990,3,2400
549,10607,402,155180,156310,1130,6,70
550,10607,412,109200,110050,850,2,770
551,10607,412,111600,112240,640,2,640
552,10607,412,114650,116890,2240,2,2170
553,10607,412,118810,118960,150,2,150
554,10607,412,120370,121540,1170,2,1040
555,10607,412,122490,125280,2790,2,2590
556,10607,412,128520,129570,1050,2,990
557,10607,412,137260,146980,9720,3,7430
558,10607,412,151100,152910,1810,2,1530
559,10607,412,157030,158050,1020,5,350
560,10607,429,108570,108680,110,1,0
561,10607,432,117000,117660,660,3,660
562,10607,432,118670,119850,1180,4,830
563,10607,437,106820,106910,90,1,0
564,10607,437,108490,110210,1720,5,790
565,10607,437,110860,111700,840,4,0
566,10607,439,97190,97280,90,3,0
567,10607,439,102660,103220,560,1,560
568,10607,439,109540,109870,330,1,120
569,10607,439,124290,125450,1160,1,520
570,10607,439,125960,126050,90,1,90
571,10607,439,126960,127730,770,1,700
572,10607,439,136770,137370,600,5,0
573,10607,443,90190,90340,150,2,0
574,10607,443,91780,91900,120,1,0
575,10607,443,98440,98810,370,1,370
576,10607,443,102460,103150,690,1,690
577,10607,443,105580,105910,330,1,330
578,10607,443,113350,113990,640,2,370
579,10607,443,124760,135910,11150,1,11150
580,10607,443,138830,139580,750,1,70
581,10607,443,140260,140540,280,1,280
582,10607,443,142950,143140,190,1,0
583,10607,464,87480,87910,430,2,0
584,10607,464,91650,92560,910,1,620
585,10607,464,94420,95330,910,1,790
586,10607,471,100590,100960,370,1,0
587,10607,471,111490,112330,840,3,750
588,10607,471,112860,115200,2340,2,2060
589,10607,471,117010,117740,730,1,530
590,10607,471,119770,120960,1190,1,1190
591,10607,471,128290,129210,920,1,720
592,10607,471,131320,132210,890,1,890
593,10607,471,135720,136520,800,1,180
594,10607,471,139300,139380,80,3,0
595,10607,474,109530,110550,1020,2,880
596,10607,474,114950,118880,3930,3,3570
597,10607,474,130910,131600,690,1,420
598,10607,474,140120,140310,190,1,190
599,10607,474,148010,148830,820,1,500
600,10607,474,161330,162620,1290,1,1270
601,10607,474,166530,167640,1110,1,670
602,10607,479,97230,97460,230,2,0
603,10607,479,98070,98200,130,1,0
604,10607,479,100220,101980,1760,1,1570
605,10607,480,3680,5090,1410,1,1370
606,10607,501,103880,104540,660,4,0
607,10607,508,98520,98610,90,1,0
608,10607,508,101700,101930,230,1,230
609,10607,508,103240,109780,6540,3,5660
610,10607,508,110710,114990,4280,4,2730
611,10607,508,116680,116930,250,1,0
612,10607,675,97100,98250,1150,2,1030
613,10607,675,100230,102320,2090,3,1230
614,10607,675,107450,109220,1770,2,1680
615,10607,679,90480,91060,580,2,0
616,10607,679,93600,94000,400,1,210
617,10607,679,95020,95370,350,1,350
618,10607,679,97730,97840,110,1,110
619,10607,679,105170,105350,180,2,180
620,10607,679,107380,108430,1050,2,730
621,10607,679,109210,109620,410,1,410
622,10607,679,115040,115130,90,1,90
623,10607,679,115660,118580,2920,1,2120
624,10607,679,120120,121080,960,5,0
625,10607,684,108820,108980,160,1,0
626,10607,688,97670,97800,130,1,0
627,10607,688,103180,103600,420,5,0
628,10607,693,113460,113910,450,5,240
629,10607,710,128250,128590,340,1,0
630,10607,710,130770,133660,2890,2,2660
631,10607,710,141150,142580,1430,1,710
632,10607,710,147320,148240,920,1,670
633,10607,710,150440,150740,300,1,300
634,10607,710,153430,154050,620,1,0
635,10607,713,96700,96900,200,1,0
636,10607,713,102010,104950,2940,1,2940
637,10607,713,106940,107090,150,2,0
638,10607,713,108480,108740,260,2,60
639,10607,716,104990,105690,700,1,0
640,10607,716,106900,107470,570,2,0
641,10607,716,108180,108690,510,1,460
642,10607,716,112730,114450,1720,2,1700
643,10607,716,115540,116480,940,1,940
644,10607,721,96340,97430,1090,1,300
645,10607,723,106920,107020,100,2,0
646,10607,723,109370,110330,960,3,0
647,10607,723,111140,111590,450,1,450
648,10607,731,108170,109310,1140,1,230
649,10607,738,106950,107690,740,2,0
650,10607,738,113270,113490,220,1,220
651,10607,738,114140,138740,24600,3,23070
652,10607,738,139630,139800,170,1,170
653,10607,738,147230,148230,1000,2,790
654,10607,738,153350,153830,480,1,480
655,10607,738,160150,160890,740,3,550
656,10607,738,173530,174210,680,2,680
657,10607,738,186440,186640,200,1,200
658,10607,738,189490,189680,190,1,190
659,10607,738,195870,196450,580,1,530
660,10607,738,203890,211450,7560,3,6250
661,10607,738,214870,214970,100,1,0
662,10607,742,106080,112690,6610,3,6110
663,10607,745,111920,112100,180,1,0
664,10607,745,112680,113100,420,1,420
665,10607,745,117810,118030,220,2,0
666,10607,751,12760,13030,270,1,0
667,10607,751,18300,18510,210,1,0
668,10607,751,19650,19750,100,1,0
669,10607,751,29910,30350,440,2,0
670,10607,751,33410,40850,7440,2,0
671,10607,751,42000,42170,170,1,0
672,10607,768,114690,116840,2150,1,0
673,10607,772,122090,122240,150,1,0
674,10607,772,129000,129290,290,1,0
675,10607,772,131410,132610,1200,1,0
676,10607,772,136050,136400,350,1,0
677,10607,772,144630,145450,820,1,0
678,10607,772,151330,152560,1230,3,0
679,10607,786,104140,104280,140,1,0
680,10607,786,136860,139080,2220,1,0
681,10607,803,134250,134340,90,1,0
682,10607,803,172090,174540,2450,2,0
683,10607,805,108070,110530,2460,1,0
684,10607,805,120550,120640,90,1,0
685,10607,805,137980,138170,190,1,0
686,10607,805,143860,144020,160,1,0
687,10607,821,115750,116300,550,2,0
688,10607,821,117140,118850,1710,3,0
689,10607,824,121080,122040,960,1,0
690,10607,824,126370,126750,380,2,0
691,10607,826,134490,135100,610,1,0
692,10607,826,151880,151990,110,1,0
693,10607,826,158450,159180,730,1,0
694,10607,826,167080,168170,1090,1,0
695,10607,826,186150,186410,260,1,0
696,10607,826,189610,189660,50,2,0
697,10607,834,110890,111240,350,1,0
698,10607,834,111770,111960,190,1,0
699,10607,834,113810,114050,240,2,0
700,10607,834,127110,127760,650,1,0
701,10607,845,97540,98070,530,2,0
702,10607,845,102730,103690,960,1,0
703,10607,845,113490,113960,470,3,0
704,10607,850,107070,107860,790,1,0
705,10607,850,109150,110480,1330,2,0
706,10607,850,113040,113690,650,1,0
707,10607,854,104560,105060,500,2,0
708,10607,854,108420,108840,420,1,0
709,10607,858,151270,151380,110,1,0
710,10607,861,103420,103440,20,2,0
711,10607,861,105540,105990,450,2,0
712,10607,861,111580,112530,950,2,0
