Event,Device,Trip,Starttime,Endtime,Duration,Pedestrians,Stoptime
1,10122,922,39860,40070,210,1,0
2,10138,1502,5330,5330,0,1,0
3,10155,448,2060,2180,120,1,120
4,10155,558,10860,10970,110,1,110
5,10204,1525,261970,262070,100,1,0
6,10204,1530,31530,31630,100,2,0
7,10502,2014,610,610,0,1,0
8,10502,3257,56180,56350,170,1,0
9,10515,2386,920,930,10,1,0
10,10616,2307,255460,255710,250,2,0
