Event,Device,Trip,Starttime,Endtime,Duration
128,13103,11386,33570,34580,1010
129,13103,11387,5350,6170,820
130,13105,3885,35880,36970,1090
131,13105,3886,7430,8190,760
132,13105,4107,30250,31240,990
133,13105,4108,2330,3800,1470
134,13105,4199,32970,33630,660
135,13105,4200,3080,3670,590
136,13105,4288,36990,37650,660
137,13105,4289,1440,2930,1490
138,13105,4472,18540,19210,670
139,13105,4473,3270,3400,130
140,13105,4558,34500,35230,730
141,13105,4559,2930,3390,460
142,13105,4650,21240,21980,740
143,13105,4651,3870,3910,40
144,13105,4731,17620,18270,650
145,13105,4732,1550,2630,1080
146,13105,4827,37040,37700,660
147,13105,4912,26820,27530,710
148,13105,4913,3400,3980,580
149,13105,4978,33410,34010,600
150,13105,5062,34620,35360,740
151,13105,5352,34670,35410,740
152,13105,5455,37700,38780,1080
153,13105,5456,4890,5660,770
154,13105,5532,38920,39630,710
155,13105,5533,460,2310,1850
156,13105,5610,37100,38420,1320
157,13105,5611,2980,4270,1290
158,13105,5720,44420,45290,870
159,13105,5721,920,1680,760
160,13105,5815,31770,32620,850
161,13105,5816,5820,7040,1220
162,13105,5902,29960,30790,830
163,13105,5903,9360,10120,760
164,13105,11397,16320,17230,910
165,13105,11398,190,250,60
166,13105,15140,23920,24940,1020
167,13105,15140,26540,26840,300
168,13105,20028,15680,16870,1190
169,13105,20029,1070,2410,1340
170,13106,13443,36600,38000,1400
171,13107,3270,105730,106290,560
172,13107,6922,47870,48480,610
173,13107,6923,1760,3390,1630
174,13107,7045,54250,55070,820
175,13107,7046,20420,21400,980
176,13107,7502,120910,121610,700
177,13107,7504,1620,3200,1580
178,13107,7544,87370,87950,580
179,13107,7545,11740,12640,900
180,13107,7765,2910,3840,930
181,13107,7802,69600,70220,620
182,13107,7803,2250,3210,960
183,13107,7951,119300,120220,920
184,13107,8007,69650,70390,740
185,13107,8116,1310,2220,910
186,13107,8130,52190,52790,600
187,13107,8132,2070,3880,1810
188,13107,9357,207620,208650,1030
189,13107,9358,5370,6330,960
190,13107,9425,88710,89710,1000
191,13107,9426,9640,10730,1090
192,13107,9505,61010,62130,1120
193,13107,9506,3880,6860,2980
194,13107,9608,254030,254720,690
195,13107,9609,1290,2390,1100
196,13107,9692,53890,54830,940
197,13107,9693,5810,7620,1810
198,13107,9771,55440,56400,960
199,13107,9773,530,1450,920
200,13107,9851,54020,54870,850
201,13107,9852,20230,21110,880
202,13107,9928,60490,61450,960
203,13107,9929,3850,4800,950
204,13107,9992,49770,50720,950
205,13107,9993,7210,8650,1440
206,13107,10091,39830,40630,800
207,13107,10092,2390,3590,1200
208,13107,10185,43810,44650,840
209,13107,10186,2530,3640,1110
210,13107,10276,85000,86480,1480
211,13107,10278,3340,4250,910
212,13107,10367,119160,120040,880
213,13107,10368,2110,3400,1290
214,13107,10441,45350,46160,810
215,13107,10442,76620,78130,1510
216,13107,10542,1870,2910,1040
217,13107,10552,42060,42710,650
218,13107,10553,2820,3670,850
219,13107,10611,46200,47010,810
220,13107,10612,45500,46460,960
221,13107,10700,21420,22270,850
222,13107,10701,6350,7590,1240
223,13107,10829,45030,45750,720
224,13107,10830,2250,3580,1330
225,13107,10935,32220,33070,850
226,13107,10936,7570,8490,920
227,13107,11030,50320,50950,630
228,13107,11128,46870,47600,730
229,13107,11129,3400,4380,980
230,13107,11329,29690,30410,720
231,13107,11330,2440,3460,1020
232,13107,11426,43020,43640,620
233,13107,11651,65880,66620,740
234,13107,11652,3900,6080,2180
235,13107,11766,36830,37360,530
236,13107,11767,4080,4090,10
237,13107,11862,34920,36010,1090
238,13107,11863,6710,7700,990
239,13107,12049,70270,70990,720
240,13107,12050,6310,7850,1540
241,13107,12067,205120,205880,760
242,13107,12068,1570,5080,3510
243,13107,12093,36170,36950,780
244,13107,12094,710,2300,1590
245,13107,12134,7910,8800,890
246,13107,12135,12600,13490,890
247,13107,12175,36540,37320,780
248,13107,12176,5490,6360,870
249,13107,12250,9300,10200,900
250,13107,12251,6670,8440,1770
251,13107,12266,79640,80280,640
252,13107,12267,17290,18610,1320
253,13107,12298,21970,23190,1220
254,13107,12416,95480,96190,710
255,13107,12417,8680,9620,940
256,13107,12525,42910,43690,780
257,13107,12550,38470,39100,630
258,13107,12551,1870,2870,1000
259,13107,12661,43240,43910,670
260,13107,12662,37540,38350,810
261,13108,524,35070,35780,710
262,13108,568,82870,83640,770
263,13108,623,89290,90130,840
264,13108,624,1670,5620,3950
265,13108,688,100110,100780,670
266,13108,689,8880,13100,4220
267,13108,745,94650,95450,800
268,13108,746,520,1680,1160
269,13108,815,87060,87770,710
270,13108,816,2400,2410,10
271,13108,868,75570,76340,770
272,13108,926,65960,66620,660
273,13108,927,2350,2600,250
274,13108,996,82300,83110,810
275,13108,997,6880,8900,2020
276,13108,1058,80370,81250,880
277,13108,1059,6290,7210,920
278,13108,1140,85280,86160,880
279,13108,1141,2740,6210,3470
280,13108,1197,80290,81210,920
281,13108,1198,3520,4300,780
282,13108,1261,2110,3600,1490
283,13108,1405,69930,70700,770
284,13108,1469,69450,70180,730
285,13108,1470,1120,3080,1960
286,13108,7677,7430,10930,3500
287,13108,8093,288580,289600,1020
288,13108,10134,50520,51450,930
289,13108,10490,65930,66740,810
290,13108,10491,97980,99200,1220
291,13109,5005,97820,98650,830
292,13109,5006,230,4820,4590
293,13109,8659,30790,31670,880
294,13109,10228,7400,9860,2460
295,13109,11840,21580,22250,670
296,13109,11841,3010,3940,930
297,13109,12953,5480,6030,550
298,13109,13045,5470,6260,790
299,13109,13642,4850,6200,1350
300,13109,13855,5960,6190,230
301,13109,13984,5360,5850,490
302,13109,14113,32910,33760,850
303,13109,14231,10930,11760,830
304,13109,14342,25290,25700,410
305,13109,14466,6620,6670,50
306,13109,14574,17410,18060,650
307,13109,14802,9510,10520,1010
308,13109,14890,8460,10190,1730
309,13109,16905,26890,27580,690
310,13109,16906,3940,4470,530
311,13109,17025,47260,48150,890
312,13109,17153,19550,20240,690
313,13109,17154,2830,3800,970
314,13110,1368,28800,29610,810
315,13110,4584,18480,19010,530
316,13110,4710,800,1760,960
317,13110,5414,17210,18120,910
318,13110,5415,5270,6150,880
319,13110,6981,97440,98060,620
320,13110,6982,220,380,160
321,13110,7595,13910,14710,800
322,13110,7596,8820,9570,750
323,13110,8431,11130,11760,630
324,13110,8432,920,1540,620
325,13110,9216,20450,21170,720
326,13110,9303,10130,10790,660
327,13110,9494,16380,17110,730
328,13110,9916,17120,17790,670
329,13110,10389,19290,20020,730
330,13110,10390,3170,3890,720
331,13110,12019,201570,202560,990
332,13110,12020,460,5330,4870
333,15101,749,120,2620,2500
334,17101,239,4790,7480,2690
335,17101,481,2660,3740,1080
336,17102,929,120840,122280,1440
