Event,Device,Trip,Starttime,Endtime,Duration
258,10204,3205,21480,22070,590
259,10204,3205,74240,74910,670
260,10204,3206,62200,62790,590
261,10204,3206,122800,123310,510
262,10204,3206,201280,201910,630
263,10204,3209,32430,33180,750
264,10204,3209,88090,88740,650
265,10204,3233,47520,48070,550
266,10204,3233,119160,119790,630
267,10204,3233,180480,181170,690
268,10204,3233,257440,258150,710
269,10204,3234,19900,20530,630
270,10204,3234,67880,68570,690
271,10204,3235,14430,15030,600
272,10204,3235,84020,84630,610
273,10204,3235,142980,143570,590
274,10204,3235,220480,221070,590
275,10204,3236,30620,31150,530
276,10204,3237,57320,58370,1050
277,10204,3238,74580,75630,1050
278,10205,254,62960,63580,620
279,10205,763,460,990,530
280,10205,773,430,790,360
281,10205,937,290,370,80
282,10205,953,14650,15190,540
283,10205,953,24510,25980,1470
284,10205,1213,4280,4280,0
285,10205,1266,58970,60010,1040
286,10205,1321,64150,64800,650
287,10205,1423,69550,70750,1200
288,10205,1433,95870,96220,350
289,10205,1540,60550,61160,610
290,10205,1647,97450,98040,590
291,10205,1653,177720,178650,930
292,10205,1654,83350,83830,480
293,10205,1689,8450,9160,710
294,10205,1689,78590,81140,2550
295,10205,1790,313020,313710,690
296,10205,1906,240,250,10
297,10205,1919,1650,5210,3560
298,10207,569,310,310,0
299,10207,1281,99860,100440,580
300,10207,2564,8840,9410,570
301,10207,3108,7620,8330,710
302,10207,3110,5300,6400,1100
303,10222,352,97840,98400,560
304,10222,352,139990,140680,690
305,10222,2653,136890,137770,880
306,10222,3098,39620,40030,410
307,10222,3099,2520,3790,1270
308,10502,1162,5210,5210,0
309,10502,1339,69630,71020,1390
310,10502,1465,67780,70270,2490
311,10502,1534,12020,12710,690
312,10502,1534,20650,22360,1710
313,10502,1557,68690,69300,610
314,10502,1675,7070,7530,460
315,10502,1787,62920,63520,600
316,10502,1901,13700,14570,870
317,10502,2145,1000,1230,230
318,10502,2226,380,380,0
319,10502,2393,920,920,0
320,10502,2799,5760,6290,530
321,10502,2799,10740,11310,570
322,10502,2861,530,640,110
323,10502,3225,540,1110,570
324,10502,3318,6130,6620,490
325,10502,3319,2970,4400,1430
326,10510,2935,61890,64230,2340
327,10557,1971,182880,183560,680
328,10557,1971,224880,226670,1790
329,10557,1981,84140,84830,690
330,10557,1982,248490,249140,650
331,10557,1986,20280,20880,600
332,10557,1986,86550,88180,1630
333,10557,1991,5460,6140,680
334,10557,1991,95860,98430,2570
335,10557,2070,152490,153090,600
336,10557,2070,181040,184060,3020
337,10570,6021,63790,65600,1810
338,10571,3114,28760,29210,450
339,10571,3114,35740,36330,590
340,10571,3116,113840,114720,880
341,10571,3122,30700,31190,490
342,10571,3135,1280,2570,1290
343,10572,20,94170,94620,450
344,10572,21,2030,2650,620
345,10572,25,86750,87270,520
346,10572,26,3630,4030,400
347,10572,27,80540,81040,500
348,10572,40,90770,91290,520
349,10572,41,2980,4400,1420
350,10572,42,95710,96090,380
351,10572,46,109450,109950,500
352,10572,47,2860,4100,1240
353,10572,48,94800,95170,370
354,10572,52,94080,94540,460
355,10572,61,98200,98710,510
356,10572,66,86410,86880,470
357,10572,72,80880,81330,450
358,10572,74,95180,95660,480
359,10572,75,1500,2320,820
360,10572,98,78850,79320,470
361,10572,99,2240,2780,540
362,10572,107,103690,104160,470
363,10572,109,75360,75930,570
364,10572,134,104010,104430,420
365,10572,135,1680,2990,1310
366,10572,146,84560,85010,450
367,10572,151,86870,87370,500
368,10572,161,81390,81850,460
369,10572,173,110140,110640,500
370,10572,174,3310,3950,640
371,10572,175,101430,101820,390
372,10572,180,88890,89350,460
373,10572,183,122930,123380,450
374,10572,185,133740,134210,470
375,10572,186,2100,6090,3990
376,10572,206,84690,85170,480
377,10572,207,4800,5910,1110
378,10572,208,88720,89170,450
379,10572,215,86310,86830,520
380,10572,224,118630,119070,440
381,10572,225,3470,6720,3250
382,10573,456,121600,122810,1210
383,10573,616,68410,69350,940
384,10574,973,12680,13330,650
385,10574,974,1830,3190,1360
386,10574,1564,8850,9480,630
387,10574,1987,8980,9510,530
388,10574,2021,13070,13760,690
389,10574,2059,9590,10120,530
390,10574,2127,7320,7830,510
391,10574,2823,10530,11120,590
392,10574,2824,2810,3620,810
393,10574,2983,1530,2310,780
394,10574,2990,3840,7250,3410
395,10574,3142,41900,42420,520
396,10574,3143,3100,3430,330
397,10574,3446,27160,27860,700
398,10575,363,8370,8590,220
399,10575,1675,10640,10870,230
400,10575,1981,11440,11550,110
401,10584,22,6690,7270,580
402,10584,24,27760,28400,640
403,10584,44,31340,32020,680
404,10584,46,33640,34310,670
405,10584,48,30340,30960,620
406,10584,51,39370,39940,570
407,10584,76,33510,34190,680
408,10584,76,76790,79300,2510
409,10584,79,1290,2170,880
410,10584,89,28160,28700,540
411,10584,92,27740,28370,630
412,10584,93,3550,3690,140
413,10584,121,25030,25590,560
414,10584,125,30600,31150,550
415,10584,127,29820,30430,610
416,10584,130,25180,25740,560
417,10584,149,27710,28330,620
418,10584,153,25950,26560,610
419,10584,159,26800,27340,540
420,10584,165,54230,54840,610
421,10584,179,36360,36980,620
422,10584,181,27350,27970,620
423,10584,184,30280,30810,530
424,10584,198,28950,29450,500
425,10584,202,25090,25570,480
426,10584,208,26850,27440,590
427,10584,210,4960,5940,980
428,10584,212,61070,61710,640
429,10584,214,29570,30130,560
430,10584,215,10500,11070,570
431,10584,229,27060,27670,610
432,10584,235,25420,26030,610
433,10584,236,2920,3460,540
434,10584,243,34090,34800,710
435,10584,266,25520,26140,620
436,10584,279,26590,27120,530
437,10584,282,28890,29410,520
438,10584,288,3500,5340,1840
439,10584,304,26720,27410,690
440,10584,310,22760,23360,600
441,10584,311,16000,16720,720
442,10584,319,27910,28460,550
443,10584,325,26830,27410,580
444,10584,327,29370,31780,2410
445,10584,348,24500,25070,570
446,10584,349,5200,5650,450
447,10584,356,32460,33030,570
448,10584,368,30810,31310,500
449,10584,388,31010,31560,550
450,10584,393,22780,23310,530
451,10584,400,30450,31020,570
452,10584,402,32390,32950,560
453,10584,406,3730,4570,840
454,10584,422,5730,6250,520
455,10584,423,1960,2120,160
456,10584,425,28780,29360,580
457,10584,428,31000,31570,570
458,10584,431,16880,17430,550
459,10584,457,42430,42960,530
460,10584,459,26630,27260,630
461,10584,463,35400,35930,530
462,10584,472,25080,25640,560
463,10584,476,30870,31370,500
464,10584,482,23790,24340,550
465,10584,487,26230,26920,690
466,10584,493,25540,26130,590
467,10584,584,28420,29020,600
468,10584,591,30340,30950,610
469,10584,593,48030,48590,560
470,10584,612,27240,27790,550
471,10584,613,1610,2190,580
472,10584,617,25500,26070,570
473,10584,622,30400,31020,620
474,10584,625,64680,65290,610
475,10584,639,34290,34900,610
476,10584,644,20310,20900,590
477,10584,648,32510,33050,540
478,10584,650,32240,32850,610
479,10584,652,52340,52970,630
480,10584,672,24370,24990,620
481,10584,676,27510,28080,570
482,10584,677,1860,2480,620
483,10584,678,29040,29660,620
484,10584,680,26830,27380,550
485,10584,703,16430,17030,600
486,10584,706,67930,68510,580
487,10584,711,29890,30460,570
488,10584,712,2190,3310,1120
489,10584,715,24790,25390,600
490,10584,737,30250,30810,560
491,10584,761,17010,17520,510
492,10584,762,3460,3910,450
493,10584,765,29730,30570,840
494,10584,766,2990,3670,680
495,10584,768,28890,29570,680
496,10584,772,27950,28540,590
497,10584,773,1470,1690,220
498,10584,780,26900,27410,510
499,10584,782,30450,30980,530
500,10584,783,2690,2810,120
501,10584,791,51730,52290,560
502,10584,798,4110,4800,690
503,10584,803,29970,30530,560
504,10584,823,31450,32080,630
505,10584,824,2700,2970,270
506,10584,830,27260,27850,590
507,10584,832,31190,31850,660
508,10584,862,27780,28380,600
509,10584,866,30730,31360,630
510,10584,867,12910,13840,930
511,10584,871,26350,26950,600
512,10584,873,42410,42910,500
513,10584,878,25660,26270,610
514,10584,885,30460,31080,620
515,10584,893,27990,28520,530
516,10584,894,5350,6530,1180
517,10584,895,28830,29360,530
518,10584,917,5090,5270,180
519,10584,918,27150,27720,570
520,10584,920,29350,30050,700
521,10584,925,92370,92930,560
522,10584,930,35400,36000,600
523,10584,933,24460,25030,570
524,10584,953,25110,25690,580
525,10584,954,3290,3420,130
526,10584,957,27470,28060,590
527,10584,960,26640,27230,590
528,10584,967,36860,37470,610
529,10584,980,16660,17210,550
530,10584,982,27760,28510,750
531,10584,985,23560,24140,580
532,10584,987,27130,27670,540
533,10584,1004,6380,6930,550
534,10584,1008,26350,27000,650
535,10584,1010,25950,26550,600
536,10584,1012,40090,40640,550
537,10584,1017,33400,33980,580
538,10584,1026,26280,26930,650
539,10584,1029,28250,28820,570
540,10584,1033,26060,26690,630
541,10584,1036,48380,49080,700
542,10584,1036,59600,60450,850
543,10584,1042,6400,6900,500
544,10584,1043,5230,6030,800
545,10584,1073,64960,65500,540
546,10584,1076,27930,28530,600
547,10584,1080,26400,26950,550
548,10584,1104,26890,27480,590
549,10584,1107,23260,23840,580
550,10584,1111,27350,28030,680
551,10584,1129,24960,25490,530
552,10584,1132,25590,26160,570
553,10584,1137,10080,10550,470
554,10584,1139,29750,30370,620
555,10584,1140,7150,8080,930
556,10584,1144,26200,26810,610
557,10584,1145,2990,4750,1760
558,10584,1146,28840,29390,550
559,10584,1166,16880,17390,510
560,10585,1643,62080,63180,1100
561,10586,339,27250,27850,600
562,10587,895,1250,2460,1210
563,10587,1366,14990,15480,490
564,10587,1502,750,840,90
565,10587,1539,2360,2850,490
566,10587,1590,1090,1170,80
567,10587,1658,171020,171650,630
568,10587,1659,4240,4510,270
569,10587,1695,52490,53200,710
570,10587,1811,45650,46150,500
571,10587,1812,3030,3640,610
572,10587,1871,54750,55440,690
573,10587,1989,7490,8130,640
574,10587,2050,95540,96780,1240
575,10587,2053,2750,2780,30
576,10587,2077,44800,45320,520
577,10587,2078,1930,2490,560
578,10587,2089,35300,35930,630
579,10587,2090,34180,34800,620
580,10587,2221,151710,152330,620
581,10587,2316,25000,25580,580
582,10587,2380,53650,54080,430
583,10587,2381,5040,5920,880
584,10587,2425,13120,13640,520
585,10587,2447,9260,9790,530
586,10587,2448,2820,4210,1390
587,10587,2476,20900,21530,630
588,10587,2477,3620,5750,2130
589,10587,2478,26040,26550,510
590,10587,2479,4470,4470,0
591,10587,2482,21040,21620,580
592,10587,2534,3550,4290,740
593,10587,2547,27260,27870,610
594,10587,2548,2240,2820,580
595,10587,2564,33860,34390,530
596,10587,2745,38550,39000,450
597,10587,3040,21930,22500,570
598,10587,3205,3760,4310,550
599,10587,3245,66520,66990,470
600,10587,3245,75580,76230,650
601,10587,3246,4740,5110,370
602,10587,3285,46070,46530,460
603,10587,3285,74690,75430,740
604,10587,3301,45220,45670,450
605,10587,3302,2150,2550,400
606,10587,3359,9750,10320,570
607,10587,3431,48670,49080,410
608,10587,3432,2680,3430,750
609,10587,3459,34680,35140,460
610,10587,3468,46210,46700,490
611,10587,3541,45700,46170,470
612,10587,3541,63080,63670,590
613,10587,3558,10930,11520,590
614,10587,3674,27230,27800,570
615,10587,3675,1930,3060,1130
616,10587,3684,40300,40710,410
617,10587,3977,12360,12910,550
618,10587,3989,9670,11280,1610
619,10587,4052,47300,47730,430
620,10587,4062,52550,53060,510
621,10587,4063,7070,7790,720
622,10587,4065,16220,16770,550
623,10587,4066,2800,3650,850
624,10587,4145,19130,19650,520
625,10587,4150,4400,4530,130
626,10587,4711,51780,52220,440
627,10587,4712,2300,3220,920
628,10587,4719,84660,85190,530
629,10587,4720,12810,13380,570
630,10587,4930,42750,43220,470
631,10587,5011,50290,50780,490
632,10587,5012,2150,2720,570
633,10587,5146,46470,46890,420
634,10587,5147,4880,5490,610
635,10587,5281,24980,25510,530
636,10587,5282,2620,3950,1330
637,10587,5623,41940,42400,460
638,10592,1929,157370,158050,680
639,10592,1933,141600,142320,720
640,10592,1937,119600,120210,610
641,10592,1939,148380,149000,620
642,10593,756,22040,22290,250
643,10593,792,5500,5810,310
644,10593,816,5690,6720,1030
645,10594,1081,39400,39450,50
646,10605,5561,245930,247140,1210
647,10605,5957,110740,111420,680
648,10605,7467,81290,84980,3690
649,10605,7468,3780,4650,870
650,10605,7476,92420,92960,540
651,10605,7477,4380,4430,50
652,10605,8923,37810,38280,470
653,10605,8924,3310,3860,550
654,10607,225,105330,105890,560
655,10607,319,103850,104550,700
656,10607,320,4740,6640,1900
657,10607,352,184330,184940,610
658,10607,352,197960,198670,710
659,10607,353,102810,103270,460
660,10607,355,221000,221620,620
661,10607,355,232040,233140,1100
662,10607,356,105410,105980,570
663,10607,359,167880,168490,610
664,10607,359,178470,180220,1750
665,10607,360,116250,116920,670
666,10607,360,133140,133890,750
667,10607,361,246830,247380,550
668,10607,361,258370,259200,830
669,10607,362,123720,124320,600
670,10607,362,147860,148720,860
671,10607,367,297440,298020,580
672,10607,367,308870,310840,1970
673,10607,371,6510,6970,460
674,10607,371,16780,17480,700
675,10607,388,197580,198200,620
676,10607,388,206230,207050,820
677,10607,391,99310,99870,560
678,10607,391,117230,118280,1050
679,10607,393,194630,195260,630
680,10607,393,204230,205100,870
681,10607,394,99610,100170,560
682,10607,395,1590,2300,710
683,10607,396,193960,194620,660
684,10607,396,203380,204160,780
685,10607,402,97310,97920,610
686,10607,402,158050,158870,820
687,10607,409,200830,201590,760
688,10607,409,213920,214690,770
689,10607,412,101270,101860,590
690,10607,412,160170,161030,860
691,10607,428,212330,213000,670
692,10607,428,223320,224060,740
693,10607,429,106920,107510,590
694,10607,429,116050,117200,1150
695,10607,431,274160,274800,640
696,10607,431,286050,286850,800
697,10607,432,108420,109070,650
698,10607,432,126690,127550,860
699,10607,436,249190,249860,670
700,10607,436,260610,262260,1650
701,10607,437,104650,105240,590
702,10607,437,113250,114950,1700
703,10607,438,240800,241500,700
704,10607,438,251840,254410,2570
705,10607,439,95510,96080,570
706,10607,439,139530,140270,740
707,10607,440,264440,265100,660
708,10607,440,276230,277380,1150
709,10607,443,88140,88800,660
710,10607,443,145710,146430,720
711,10607,459,373270,373850,580
712,10607,459,384240,385210,970
713,10607,461,109920,110440,520
714,10607,461,117640,118310,670
715,10607,463,236550,237240,690
716,10607,463,248450,249800,1350
717,10607,464,85830,86410,580
718,10607,465,4260,5060,800
719,10607,468,217990,218610,620
720,10607,468,229210,229920,710
721,10607,471,98900,99490,590
722,10607,471,140450,141170,720
723,10607,473,204750,205350,600
724,10607,473,216170,217590,1420
725,10607,474,104850,105470,620
726,10607,474,172610,173790,1180
727,10607,476,198080,198660,580
728,10607,476,209250,209940,690
729,10607,479,95320,95960,640
730,10607,480,7670,8380,710
731,10607,500,232620,233290,670
732,10607,500,243830,244530,700
733,10607,501,96930,97580,650
734,10607,501,106070,106740,670
735,10607,506,216640,217250,610
736,10607,506,227510,229900,2390
737,10607,508,95880,96470,590
738,10607,508,119220,119950,730
739,10607,674,238100,238720,620
740,10607,674,248800,249540,740
741,10607,675,89460,90090,630
742,10607,675,126030,126880,850
743,10607,678,257040,257620,580
744,10607,678,268100,269480,1380
745,10607,679,88820,89410,590
746,10607,679,123100,123800,700
747,10607,682,220290,220870,580
748,10607,682,231010,232580,1570
749,10607,684,107000,107520,520
750,10607,684,113460,114090,630
751,10607,685,221530,222190,660
752,10607,685,231860,232530,670
753,10607,688,95210,95750,540
754,10607,688,105370,105800,430
755,10607,692,223830,224400,570
756,10607,692,234810,236180,1370
757,10607,693,108070,108670,600
758,10607,693,125170,125910,740
759,10607,709,269990,270720,730
760,10607,709,282660,283730,1070
761,10607,710,125760,126470,710
762,10607,710,159560,160480,920
763,10607,712,241880,242490,610
764,10607,712,252760,254490,1730
765,10607,713,94660,95260,600
766,10607,713,110940,111670,730
767,10607,715,267270,267960,690
768,10607,715,278550,281710,3160
769,10607,716,103360,103910,550
770,10607,716,121030,121710,680
771,10607,720,194340,194960,620
772,10607,720,204750,207230,2480
773,10607,721,93090,93630,540
774,10607,721,102350,103650,1300
775,10607,722,233300,233910,610
776,10607,722,251920,252630,710
777,10607,723,104740,105350,610
778,10607,723,114140,114790,650
779,10607,726,289700,290480,780
780,10607,726,311870,314200,2330
781,10607,731,104580,105180,600
782,10607,731,115190,115910,720
783,10607,736,330440,331240,800
784,10607,736,344030,344810,780
785,10607,738,104840,105540,700
786,10607,738,215980,216710,730
787,10607,741,288960,289590,630
788,10607,741,304170,304910,740
789,10607,742,101230,101750,520
790,10607,742,116280,116940,660
791,10607,744,244900,245530,630
792,10607,744,258310,259010,700
793,10607,745,108330,108890,560
794,10607,745,118980,120870,1890
795,10607,747,182400,183110,710
796,10607,747,194070,195490,1420
797,10607,751,9820,10280,460
798,10607,751,51060,51830,770
799,10607,767,290120,290810,690
800,10607,767,301760,302650,890
801,10607,768,98580,99150,570
802,10607,768,121010,121760,750
803,10607,771,184020,184590,570
804,10607,771,195560,197920,2360
805,10607,772,118220,118890,670
806,10607,772,153970,154640,670
807,10607,783,176360,176960,600
808,10607,784,9930,10860,930
809,10607,785,241340,241960,620
810,10607,785,264730,265430,700
811,10607,786,102150,102750,600
812,10607,802,446170,447110,940
813,10607,802,459330,460250,920
814,10607,803,130200,130760,560
815,10607,803,180990,183270,2280
816,10607,804,390710,391380,670
817,10607,804,402240,402930,690
818,10607,805,100770,101350,580
819,10607,805,145690,146520,830
820,10607,820,343690,344410,720
821,10607,820,356870,357690,820
822,10607,821,111620,112220,600
823,10607,821,141550,142340,790
824,10607,823,379030,379780,750
825,10607,823,390930,391790,860
826,10607,824,117420,118010,590
827,10607,824,128480,129210,730
828,10607,825,254270,254980,710
829,10607,825,266730,267400,670
830,10607,826,113070,113680,610
831,10607,826,190740,191470,730
832,10607,830,329990,330790,800
833,10607,830,346130,351150,5020
834,10607,834,109090,109740,650
835,10607,834,129300,130040,740
836,10607,844,253010,253660,650
837,10607,844,265700,266430,730
838,10607,845,95840,96480,640
839,10607,845,115490,116440,950
840,10607,848,189730,190370,640
841,10607,848,201040,202290,1250
842,10607,850,104390,105120,730
843,10607,850,153560,154410,850
844,10607,853,256210,256850,640
845,10607,853,267190,267880,690
846,10607,854,102220,102750,530
847,10607,854,115050,116730,1680
848,10607,857,249510,250190,680
849,10607,857,261840,262930,1090
850,10607,858,148950,149530,580
851,10607,859,10030,10930,900
852,10607,860,338020,338840,820
853,10607,860,369770,370460,690
854,10607,861,101880,102450,570
855,10607,861,144550,146400,1850
856,10607,873,257270,258070,800
857,10607,877,141930,142580,650
858,10607,878,1300,3000,1700
859,10607,887,289100,289760,660
860,10607,887,301980,302770,790
861,10607,891,107500,108220,720
862,10607,891,121120,122180,1060
863,10607,893,431640,432360,720
864,10607,893,443130,444660,1530
865,10607,894,104780,105370,590
866,10607,894,180480,181640,1160
867,10607,896,285170,285770,600
868,10607,896,296690,297420,730
869,10607,897,112010,112710,700
870,10607,897,125470,126240,770
871,10607,905,434890,435760,870
872,10607,905,448630,449860,1230
873,10607,906,122390,123150,760
874,10607,906,133740,134510,770
875,10607,908,295630,296300,670
876,10607,908,307840,308590,750
877,10607,909,99270,100140,870
878,10607,909,124940,126030,1090
879,10607,912,262310,262960,650
880,10607,912,273310,274710,1400
881,10607,914,95820,96380,560
882,10607,914,109790,111670,1880
883,10607,915,308910,309620,710
884,10607,915,322100,323100,1000
885,10607,916,101690,102380,690
886,10607,917,8170,9310,1140
887,10607,918,101120,101650,530
888,10607,919,2040,2860,820
889,10607,935,443680,444460,780
890,10607,936,92310,92790,480
891,10607,936,105670,106450,780
892,10607,939,273110,273780,670
893,10607,939,312800,313690,890
894,10607,940,104160,104930,770
895,10607,940,118300,120490,2190
896,10607,944,457840,459620,1780
897,10607,945,121910,122730,820
898,10607,945,142000,143000,1000
899,10607,950,170870,171820,950
900,10607,1407,168760,169360,600
901,10607,1408,460,1300,840
902,10607,1609,169850,170450,600
903,10607,1610,200,810,610
904,10607,1613,1520,2260,740
905,10607,4640,202180,202810,630
