Event,Device,Trip,Starttime,Endtime,Duration
186,10122,430,179880,181230,1350
187,10122,431,3380,4660,1280
188,10122,432,171420,172840,1420
189,10122,433,3780,5120,1340
190,10122,437,22020,23630,1610
191,10122,438,760,760,0
192,10122,438,3620,4830,1210
193,10122,446,193590,194950,1360
194,10122,447,9180,10440,1260
195,10122,448,164440,165910,1470
196,10122,449,5700,7040,1340
197,10122,453,153580,154960,1380
198,10122,454,9160,10520,1360
199,10122,456,81160,82650,1490
200,10122,457,2350,3560,1210
201,10122,459,145390,146760,1370
202,10122,468,7040,8310,1270
203,10122,469,3920,4150,230
204,10122,471,28740,30030,1290
205,10122,472,4150,5420,1270
206,10122,473,162690,164010,1320
207,10122,474,4030,5370,1340
208,10122,475,177860,180170,2310
209,10122,476,6650,7920,1270
210,10122,478,136990,138500,1510
211,10122,479,9050,10240,1190
212,10122,489,163720,165130,1410
213,10122,490,4240,5470,1230
214,10122,492,163560,164860,1300
215,10122,492,171820,173450,1630
216,10122,493,3840,5690,1850
217,10122,495,69470,70770,1300
218,10122,496,5020,6710,1690
219,10122,499,141080,142310,1230
220,10122,500,3140,4390,1250
221,10122,505,136140,137410,1270
222,10122,506,9860,11150,1290
223,10122,508,139540,140820,1280
224,10122,509,5680,7070,1390
225,10122,514,163610,164920,1310
226,10122,515,2850,4260,1410
227,10122,518,150320,151660,1340
228,10122,518,159330,161070,1740
229,10122,519,3350,4910,1560
230,10122,523,155570,157030,1460
231,10122,524,1860,4440,2580
232,10122,530,210360,211680,1320
233,10122,531,5720,7000,1280
234,10122,544,143350,144630,1280
235,10122,545,4450,5930,1480
236,10122,548,160100,161430,1330
237,10122,549,6220,7570,1350
238,10122,550,128070,129330,1260
239,10122,551,4280,5710,1430
240,10122,555,58410,59700,1290
241,10122,555,67870,69480,1610
242,10122,556,4800,6430,1630
243,10122,560,3140,4600,1460
244,10122,565,146350,148290,1940
245,10122,566,8790,10120,1330
246,10122,575,10950,13400,2450
247,10122,576,2570,3930,1360
248,10122,577,149590,150930,1340
249,10122,578,3570,5250,1680
250,10122,579,186750,188110,1360
251,10122,580,1100,2560,1460
252,10122,586,10990,13420,2430
253,10122,589,121670,123070,1400
254,10122,601,167510,168810,1300
255,10122,602,9430,10800,1370
256,10122,603,157630,158940,1310
257,10122,604,7850,9180,1330
258,10122,607,158500,160500,2000
259,10122,608,3630,4890,1260
260,10122,612,161550,162930,1380
261,10122,613,6740,7940,1200
262,10122,622,156350,157740,1390
263,10122,623,2770,4080,1310
264,10122,633,163520,164840,1320
265,10122,634,7800,9180,1380
266,10122,640,145070,146810,1740
267,10122,641,3140,4630,1490
268,10122,643,186170,187480,1310
269,10122,644,2550,3980,1430
270,10122,646,7360,8690,1330
271,10122,648,157460,158800,1340
272,10122,649,3830,5310,1480
273,10122,650,151280,152700,1420
274,10122,651,5410,6860,1450
275,10122,652,155620,157070,1450
276,10122,653,6000,7500,1500
277,10122,655,151740,153710,1970
278,10122,656,3020,3740,720
279,10122,659,161450,163050,1600
280,10122,660,2990,4360,1370
281,10122,662,153730,155260,1530
282,10122,663,2200,2880,680
283,10122,665,142170,143570,1400
284,10122,666,8500,9860,1360
285,10122,669,2650,4120,1470
286,10122,670,141430,142880,1450
287,10122,671,1740,3160,1420
288,10122,673,144300,145800,1500
289,10122,676,1950,3350,1400
290,10122,680,4320,5740,1420
291,10122,683,3500,4830,1330
292,10122,687,3910,5600,1690
293,10122,688,141010,143040,2030
294,10122,694,143020,144290,1270
295,10122,695,1530,2840,1310
296,10122,698,127340,129270,1930
297,10122,699,2600,3970,1370
298,10122,701,13470,14710,1240
299,10122,702,2010,3340,1330
300,10122,704,150070,151370,1300
301,10122,705,5780,7020,1240
302,10122,724,1490,3010,1520
303,10122,737,134280,135440,1160
304,10122,738,6950,8560,1610
305,10122,741,160120,161360,1240
306,10122,744,16470,18810,2340
307,10122,745,3310,5010,1700
308,10122,746,145350,146640,1290
309,10122,747,3440,4750,1310
310,10122,755,143230,144520,1290
311,10122,756,5180,6640,1460
312,10122,757,152730,154070,1340
313,10122,758,3450,4850,1400
314,10122,760,146590,147770,1180
315,10122,761,1500,2960,1460
316,10122,764,147240,148400,1160
317,10122,765,3150,4460,1310
318,10122,766,149750,151050,1300
319,10122,767,1530,3110,1580
320,10122,768,150800,152140,1340
321,10122,769,4140,5700,1560
322,10122,770,127080,128320,1240
323,10122,771,2740,4140,1400
324,10122,775,135960,137160,1200
325,10122,776,4400,5700,1300
326,10122,778,150150,151440,1290
327,10122,779,2910,4290,1380
328,10122,797,158220,159520,1300
329,10122,798,1950,3630,1680
330,10122,801,169670,170970,1300
331,10122,802,9390,10770,1380
332,10122,803,138830,140080,1250
333,10122,804,5230,6550,1320
334,10122,808,152140,153290,1150
335,10122,809,1980,3950,1970
336,10122,810,137540,138840,1300
337,10122,811,3350,4720,1370
338,10122,816,135180,136420,1240
339,10122,817,1970,3300,1330
340,10122,819,249240,250430,1190
341,10122,819,258300,259760,1460
342,10122,820,4850,6660,1810
343,10122,821,157680,158930,1250
344,10122,822,3780,5120,1340
345,10122,827,172560,174300,1740
346,10122,828,2900,4230,1330
347,10122,829,194190,195440,1250
348,10122,830,2140,3430,1290
349,10122,832,151420,152970,1550
350,10122,833,4300,5620,1320
351,10122,845,179480,180840,1360
352,10122,846,6350,7620,1270
353,10122,849,167400,168690,1290
354,10122,850,3240,4580,1340
355,10122,855,140570,141960,1390
356,10122,856,6150,7520,1370
357,10122,859,152570,154060,1490
358,10122,860,3190,4550,1360
359,10122,861,182120,183450,1330
360,10122,862,5300,6740,1440
361,10122,865,160400,161680,1280
362,10122,866,3940,5360,1420
363,10122,871,53060,54620,1560
364,10122,871,61820,63310,1490
365,10122,872,2300,2370,70
366,10122,873,3140,4500,1360
367,10122,877,148060,149350,1290
368,10122,878,9770,11050,1280
369,10122,887,157880,159320,1440
370,10122,888,2900,4300,1400
371,10122,891,171770,173270,1500
372,10122,893,7650,8890,1240
373,10122,894,151090,152370,1280
374,10122,895,4860,6210,1350
375,10122,897,160660,162060,1400
376,10122,898,3570,4970,1400
377,10122,899,139780,141090,1310
378,10122,899,148480,150210,1730
379,10122,900,2530,4340,1810
380,10122,902,3180,4610,1430
381,10122,909,154490,155790,1300
382,10122,909,162850,164170,1320
383,10122,910,3180,4690,1510
384,10122,912,156900,158200,1300
385,10122,913,6010,7270,1260
386,10122,915,163030,164280,1250
387,10122,915,172020,173940,1920
388,10122,916,3810,5760,1950
389,10122,919,149340,150900,1560
390,10122,924,20250,21610,1360
391,10122,925,143890,145330,1440
392,10122,926,11380,12920,1540
393,10122,935,214190,215400,1210
394,10122,936,6600,7820,1220
395,10122,937,174640,176060,1420
396,10122,938,8900,10180,1280
397,10122,945,154680,156400,1720
398,10122,946,5450,6850,1400
399,10122,947,145060,146430,1370
400,10122,948,2270,3820,1550
401,10122,961,155630,156870,1240
402,10122,962,2890,4260,1370
403,10122,965,153220,154650,1430
404,10122,966,3560,5050,1490
405,10122,967,147510,149400,1890
406,10122,968,2710,4010,1300
407,10122,971,114210,115620,1410
408,10122,972,1150,2440,1290
409,10122,976,143170,144450,1280
410,10122,977,5090,6390,1300
411,10122,983,202030,203490,1460
412,10122,984,6110,7760,1650
413,10122,985,156870,158460,1590
414,10122,988,6350,7730,1380
415,10122,989,156090,157500,1410
416,10122,990,2790,4100,1310
417,10122,995,159900,161510,1610
418,10122,996,3610,5900,2290
419,10122,997,129560,130930,1370
420,10122,998,1700,3020,1320
421,10122,1000,2980,4350,1370
422,10122,1004,150220,151660,1440
423,10122,1005,2010,3320,1310
424,10122,1006,148880,150260,1380
425,10122,1007,4660,6020,1360
426,10122,1011,146260,147520,1260
427,10122,1011,155340,156820,1480
428,10122,1012,6170,8380,2210
429,10122,1017,190880,192340,1460
430,10122,1018,6900,8390,1490
431,10122,1020,179150,180530,1380
432,10122,1021,1730,3050,1320
433,10122,1023,146920,148250,1330
434,10122,1024,4300,5560,1260
435,10122,1032,177290,178580,1290
436,10122,1033,3190,4490,1300
437,10122,1034,173220,174470,1250
438,10122,1035,390,1360,970
439,10122,1036,130620,131900,1280
440,10122,1037,3930,5200,1270
441,10122,1040,183280,185080,1800
442,10122,1041,1830,3100,1270
443,10122,1043,157700,158970,1270
444,10122,1044,3680,4980,1300
445,10122,1046,16870,18330,1460
446,10122,1047,2940,4460,1520
447,10122,1048,133170,134290,1120
448,10122,1049,2900,4470,1570
449,10122,1060,147320,148680,1360
450,10122,1061,2210,3400,1190
451,10122,1063,2740,4230,1490
452,10122,1066,4840,6190,1350
453,10122,1067,146870,148220,1350
454,10122,1068,6690,8040,1350
455,10122,1069,148500,149810,1310
456,10122,1070,2720,4060,1340
457,10122,1071,136900,138220,1320
458,10122,1072,4950,6290,1340
459,10122,1073,147110,148380,1270
460,10122,1074,5600,7530,1930
461,10122,1075,149590,151030,1440
462,10122,1076,7360,8890,1530
463,10122,1077,161160,162380,1220
464,10122,1078,2710,3960,1250
465,10122,1085,140400,141770,1370
466,10122,1089,4440,5740,1300
467,10122,1091,146830,148080,1250
468,10122,1092,4380,5920,1540
469,10122,1094,145890,147150,1260
470,10122,1095,4190,5530,1340
471,10122,1096,144440,145780,1340
472,10122,1097,3320,4620,1300
473,10122,1115,162330,163570,1240
474,10122,1116,4710,6630,1920
475,10122,1118,203210,204630,1420
476,10122,1119,4130,5450,1320
477,10122,1120,181990,183400,1410
478,10122,1120,191010,192860,1850
479,10122,1121,2080,3880,1800
480,10122,1123,86350,87940,1590
481,10122,1124,5840,7430,1590
482,10122,1126,53660,55140,1480
483,10122,1127,8480,10140,1660
484,10122,1129,143150,144530,1380
485,10122,1130,3100,4640,1540
486,10122,1136,151620,152820,1200
487,10122,1136,159910,161380,1470
488,10122,1138,184410,185710,1300
489,10122,1139,900,2270,1370
490,10122,1142,175110,176420,1310
491,10122,1143,6940,8140,1200
492,10122,1224,144130,145440,1310
493,10122,1225,2780,4180,1400
494,10122,1228,150360,151710,1350
495,10122,1229,880,2210,1330
496,10122,1234,165770,167320,1550
497,10122,1239,128810,130150,1340
498,10122,1240,2390,3630,1240
499,10122,1263,132050,133380,1330
500,10122,1287,122030,123700,1670
501,10122,1288,2030,2100,70
502,10122,1295,194510,196010,1500
503,10122,1298,2680,4340,1660
504,10122,1299,227650,230310,2660
505,10122,1300,2920,8730,5810
506,10122,1301,271910,274080,2170
507,10122,1302,11050,13290,2240
508,10122,1304,248540,249960,1420
509,10122,1305,2610,4150,1540
510,10122,1312,144660,146000,1340
511,10122,1312,153290,154840,1550
512,10122,1313,4460,6110,1650
513,10122,1315,178090,179400,1310
514,10122,1316,6290,7700,1410
515,10122,1318,166990,168740,1750
516,10122,1319,4510,5830,1320
517,10122,1322,166240,167480,1240
518,10122,1323,15170,16610,1440
519,10122,1325,252750,254220,1470
520,10122,1326,7680,9070,1390
521,10122,1329,166950,168200,1250
522,10122,1330,1770,3120,1350
523,10122,1337,150430,151810,1380
524,10122,1338,10970,12400,1430
525,10122,1339,204930,206280,1350
526,10122,1340,2090,3400,1310
527,10122,1341,144210,145450,1240
528,10122,1342,19110,20570,1460
529,10122,1343,428160,429720,1560
530,10122,1344,5340,6650,1310
531,10122,1345,142440,143650,1210
532,10122,1346,4890,6330,1440
533,10122,1354,418440,420160,1720
534,10122,1355,12180,13640,1460
535,10122,1356,168800,170140,1340
536,10122,1357,4810,6640,1830
537,10122,1359,199300,200890,1590
538,10122,1359,209340,210820,1480
539,10122,1360,4090,6820,2730
540,10122,1361,170070,171370,1300
541,10122,1362,5340,6830,1490
542,10122,1365,46430,47610,1180
543,10122,1366,2310,4120,1810
544,10122,1373,143500,145350,1850
545,10122,1374,6700,8500,1800
546,10122,1379,518140,522040,3900
547,10122,1380,4470,6140,1670
548,10122,1381,464540,466170,1630
549,10122,1382,2130,3710,1580
550,10122,1384,155810,157130,1320
551,10122,1385,7250,8810,1560
552,10122,1395,158850,160180,1330
553,10122,1396,3410,4940,1530
554,10122,1397,45810,47470,1660
555,10122,1398,3950,5700,1750
556,10122,1402,156330,157580,1250
557,10122,1403,7150,8650,1500
558,10122,1408,151100,152290,1190
559,10122,1409,6820,8080,1260
560,10122,1410,162130,163450,1320
561,10122,1411,2410,3840,1430
562,10122,1412,152110,153510,1400
563,10122,1413,11750,13080,1330
564,10122,1427,146880,148110,1230
565,10122,1428,2960,4880,1920
566,10122,1430,194430,196040,1610
567,10122,1431,13740,15120,1380
568,10122,1433,141790,143510,1720
569,10122,1434,2970,4370,1400
570,10122,1437,172620,174010,1390
571,10122,1438,5210,6710,1500
572,10122,1439,157190,158580,1390
573,10122,1440,850,2230,1380
574,10122,1460,179980,181380,1400
575,10122,1461,3240,4600,1360
576,10122,1463,181680,183240,1560
577,10122,1464,3430,5020,1590
578,10125,715,2570,2580,10
579,10125,715,4140,4150,10
580,10129,414,25680,27060,1380
581,10129,963,3060,4020,960
582,10133,97,6730,7590,860
583,10137,3067,3820,5860,2040
584,10138,1869,32510,34250,1740
585,10138,3112,4480,5830,1350
586,10139,782,70340,71490,1150
587,10139,832,81000,82490,1490
588,10139,5014,59770,61100,1330
589,10139,5018,90780,92110,1330
590,10139,5020,64870,66020,1150
591,10139,7138,88920,90470,1550
592,10146,629,4190,6580,2390
593,10146,629,8300,9730,1430
594,10150,403,31290,32390,1100
595,10150,430,39610,40610,1000
596,10150,769,198180,199450,1270
597,10150,769,215690,217750,2060
598,10150,781,190520,191690,1170
599,10150,781,202910,204000,1090
600,10150,1953,270,300,30
601,10150,2300,20780,21980,1200
602,10150,2426,2950,2950,0
603,10150,3087,115550,116610,1060
604,10150,3145,5610,6700,1090
605,10150,4039,14780,15880,1100
606,10150,4067,50750,51900,1150
607,10150,4158,240,290,50
608,10150,5473,26920,40470,13550
609,10150,5486,20160,20500,340
610,10150,5486,22630,23860,1230
611,10150,5486,27860,29980,2120
612,10150,5502,37840,39660,1820
613,10150,5509,21190,22610,1420
614,10150,5564,41040,49460,8420
615,10150,5572,25250,27230,1980
616,10150,5579,17640,17980,340
617,10150,5579,20860,21420,560
618,10150,5580,190,770,580
619,10150,5584,17180,18750,1570
620,10150,5588,31780,33120,1340
621,10150,5592,20860,22690,1830
622,10150,5607,38570,40510,1940
623,10150,5630,35130,36980,1850
624,10150,5646,16990,18620,1630
625,10150,5651,18440,20270,1830
626,10150,5655,26550,28480,1930
627,10150,5663,23600,25520,1920
628,10150,5677,19780,21870,2090
629,10150,5690,18170,19940,1770
630,10150,5699,30540,34230,3690
631,10150,5703,23700,24300,600
632,10150,5773,25990,27660,1670
633,10150,5798,20040,21670,1630
634,10150,5802,8920,10910,1990
635,10155,558,25770,26560,790
636,10155,633,67840,69070,1230
637,10155,659,54490,55560,1070
638,10155,1051,43890,45020,1130
639,10155,1148,10090,11410,1320
640,10160,711,4130,5320,1190
641,10160,716,161550,162970,1420
642,10161,865,18700,20080,1380
643,10161,989,39040,40400,1360
644,10161,2166,74650,75920,1270
645,10161,2167,8150,9680,1530
646,10161,2168,52660,53830,1170
647,10162,110,4630,5200,570
648,10164,931,52260,53350,1090
649,10164,1162,52490,53790,1300
650,10164,1225,53260,54370,1110
651,10164,2147,65530,66770,1240
652,10165,15,5090,6530,1440
653,10165,16,4040,5650,1610
654,10165,20,62030,63490,1460
655,10165,21,6770,8400,1630
656,10165,29,72120,73710,1590
657,10165,30,3740,5430,1690
658,10165,33,65480,67120,1640
659,10165,34,30800,32810,2010
660,10165,39,11070,13090,2020
661,10165,40,3540,5290,1750
662,10165,44,15340,16810,1470
663,10165,45,8780,10410,1630
664,10165,50,70640,72260,1620
665,10165,55,5370,6810,1440
666,10165,56,3200,3460,260
667,10165,76,5480,7210,1730
668,10165,77,8370,9820,1450
669,10165,80,54080,56080,2000
670,10165,81,7900,9460,1560
671,10165,84,70280,71860,1580
672,10165,85,4560,6590,2030
673,10165,89,62120,63790,1670
674,10165,90,3050,4210,1160
675,10165,98,6920,8690,1770
676,10165,99,2890,4400,1510
677,10165,127,70250,71930,1680
678,10165,128,4290,5830,1540
679,10165,130,67130,68600,1470
680,10165,131,4730,7020,2290
681,10165,135,7310,8930,1620
682,10165,140,60290,62100,1810
683,10165,141,3660,4530,870
684,10165,163,56870,58520,1650
685,10165,164,8150,9840,1690
686,10165,167,68970,70540,1570
687,10165,168,4090,6170,2080
688,10165,174,60070,61590,1520
689,10165,184,72310,74390,2080
690,10165,185,2470,3860,1390
691,10165,188,70020,71620,1600
692,10165,189,8230,9780,1550
693,10165,197,67460,69190,1730
694,10165,198,3390,5100,1710
695,10165,202,77900,80190,2290
696,10165,203,2360,3880,1520
697,10165,210,57910,59460,1550
698,10165,211,3270,3720,450
699,10165,214,56010,57440,1430
700,10165,215,11930,13990,2060
701,10165,220,53290,54880,1590
702,10165,221,5800,8070,2270
703,10165,236,55660,57160,1500
704,10165,237,3650,5100,1450
705,10165,241,54560,56000,1440
706,10165,246,74200,75630,1430
707,10165,247,9710,11270,1560
708,10165,253,64620,66230,1610
709,10165,254,6030,7680,1650
710,10165,285,105920,107410,1490
711,10165,286,4750,6490,1740
712,10165,293,65050,66760,1710
713,10165,297,83710,85380,1670
714,10165,298,5220,6580,1360
715,10165,302,73890,75570,1680
716,10165,303,5380,6830,1450
717,10165,308,74650,76250,1600
718,10165,309,2940,3820,880
719,10165,330,103880,105410,1530
720,10165,331,5460,7040,1580
721,10165,334,89450,90930,1480
722,10165,335,3020,4570,1550
723,10165,350,85900,87460,1560
724,10165,351,9380,11170,1790
725,10165,355,61700,63150,1450
726,10165,356,4170,4710,540
727,10165,359,75800,77470,1670
728,10165,360,4440,5980,1540
729,10165,365,72070,73660,1590
730,10165,369,78810,80760,1950
731,10165,370,2660,4170,1510
732,10165,370,6050,6240,190
733,10165,374,65820,67450,1630
734,10165,375,5980,7500,1520
735,10165,378,68370,70020,1650
736,10165,379,8270,9680,1410
737,10165,398,14990,16820,1830
738,10165,399,9890,11330,1440
739,10165,402,85290,86850,1560
740,10165,403,4760,6250,1490
741,10165,408,54460,55990,1530
742,10165,409,6540,8020,1480
743,10165,416,68490,70070,1580
744,10165,417,6730,8140,1410
745,10165,424,73480,75090,1610
746,10165,425,4670,6240,1570
747,10165,434,66150,67760,1610
748,10165,435,7060,8530,1470
749,10165,437,74320,75960,1640
750,10165,438,3450,4940,1490
751,10165,441,64160,65650,1490
752,10165,442,4300,5980,1680
753,10165,447,63660,65240,1580
754,10165,448,5750,8280,2530
755,10165,452,59610,61080,1470
756,10165,453,3530,5050,1520
757,10165,471,72330,73920,1590
758,10165,472,3620,5030,1410
759,10165,477,92710,94230,1520
760,10165,478,5510,7160,1650
761,10165,481,61910,63670,1760
762,10165,482,3310,5120,1810
763,10165,483,71060,72520,1460
764,10165,484,7960,9830,1870
765,10165,489,72810,74320,1510
766,10165,490,4720,6350,1630
767,10165,492,51940,53590,1650
768,10165,493,2950,3640,690
769,10165,529,213270,215050,1780
770,10165,534,98760,100260,1500
771,10165,535,3220,4980,1760
772,10165,538,72780,74360,1580
773,10165,539,7850,9480,1630
774,10165,542,68290,70140,1850
775,10165,543,4780,6260,1480
776,10165,555,61560,63060,1500
777,10165,561,68380,69810,1430
778,10165,562,2720,4230,1510
779,10165,567,11560,12890,1330
780,10165,568,3670,5540,1870
781,10165,574,74060,75930,1870
782,10165,575,6370,7800,1430
783,10165,578,72400,74010,1610
784,10165,579,5670,7430,1760
785,10165,595,73330,74980,1650
786,10165,596,4060,5470,1410
787,10165,599,61770,63280,1510
788,10165,610,12650,14680,2030
789,10165,614,73590,75230,1640
790,10165,615,5410,7080,1670
791,10165,620,3890,5290,1400
792,10165,634,58030,59550,1520
793,10165,635,3490,4980,1490
794,10165,639,73180,74840,1660
795,10165,640,10890,12730,1840
796,10165,648,76060,77390,1330
797,10165,649,8240,9790,1550
798,10165,652,100410,101750,1340
799,10165,653,12460,14060,1600
800,10165,683,77630,79210,1580
801,10165,684,5760,7260,1500
802,10165,689,78290,79990,1700
803,10165,690,4770,6270,1500
804,10165,693,89020,90430,1410
805,10165,694,6740,8430,1690
806,10165,695,76810,78370,1560
807,10165,696,8970,10350,1380
808,10165,701,96770,98160,1390
809,10165,702,5300,6890,1590
810,10165,790,82960,84380,1420
811,10165,794,134320,136040,1720
812,10165,800,91840,93360,1520
813,10165,810,3480,5060,1580
814,10165,811,4990,5170,180
815,10165,813,15850,17310,1460
816,10165,820,111860,113320,1460
817,10165,821,13920,15450,1530
818,10165,847,63450,64890,1440
819,10165,848,6670,7970,1300
820,10165,857,116510,118040,1530
821,10165,858,5180,6720,1540
822,10165,863,117130,118480,1350
823,10165,864,8330,9700,1370
824,10165,874,100760,102390,1630
825,10165,883,5260,6640,1380
826,10165,908,75850,77480,1630
827,10165,908,85620,86790,1170
828,10165,914,133580,134650,1070
829,10165,914,155880,156950,1070
830,10165,930,66680,67850,1170
831,10165,930,111520,112670,1150
832,10165,954,118980,120640,1660
833,10165,956,2750,2910,160
834,10165,966,125250,126470,1220
835,10165,970,69700,71370,1670
836,10165,971,51340,52790,1450
837,10165,975,78240,80070,1830
838,10165,976,3780,5400,1620
839,10165,982,88320,89710,1390
840,10165,983,104740,105900,1160
841,10165,983,167530,168730,1200
842,10165,983,199890,201020,1130
843,10165,985,89930,91050,1120
844,10165,985,101000,102160,1160
845,10165,1005,111770,113230,1460
846,10165,1006,3210,5060,1850
847,10165,1017,55600,57070,1470
848,10165,1036,123460,125030,1570
849,10165,1037,6140,7590,1450
850,10165,1047,94980,96110,1130
851,10165,1047,112390,113570,1180
852,10165,1072,120750,122110,1360
853,10165,1080,115410,117070,1660
854,10165,1081,6440,8240,1800
855,10165,1091,53060,54530,1470
856,10165,1092,12860,14490,1630
857,10165,1099,68860,70460,1600
858,10165,1145,89200,90480,1280
859,10165,1145,99220,100250,1030
860,10165,1150,101210,103500,2290
861,10165,1151,4010,5330,1320
862,10165,1151,6350,9390,3040
863,10165,1185,121630,125150,3520
864,10165,1186,126810,128810,2000
865,10165,1187,180,2320,2140
866,10165,1187,6590,8240,1650
