Event,Device,Trip,Starttime,Endtime,Duration
577,10164,931,53490,55660,2170
578,10164,1162,53980,55480,1500
579,10164,1225,54540,56270,1730
580,10164,2147,66960,68440,1480
581,10165,184,74440,74480,40
582,10165,908,77740,85400,7660
583,10165,914,134900,155660,20760
584,10165,930,68160,83190,15030
585,10165,930,87160,92110,4950
586,10165,930,96600,111330,14730
587,10165,963,59440,74810,15370
588,10165,966,120930,125030,4100
589,10165,982,90090,91510,1420
590,10165,983,96300,100660,4360
591,10165,983,101860,104540,2680
592,10165,983,168980,178140,9160
593,10165,983,182970,196620,13650
594,10165,983,197890,199730,1840
595,10165,985,91350,100850,9500
596,10165,1047,96350,112180,15830
597,10165,1073,3650,3870,220
598,10165,1073,6040,6040,0
599,10165,1145,90870,99010,8140
600,10165,1239,112220,129490,17270
601,10165,1239,130840,135140,4300
602,10165,1245,8780,11580,2800
603,10165,1245,12810,17810,5000
604,10165,1351,101590,117360,15770
605,10165,1382,88250,89340,1090
606,10165,1411,4430,5520,1090
607,10165,1427,159310,172180,12870
608,10165,1429,96520,101110,4590
609,10165,1433,6100,7230,1130
610,10165,1449,121780,137800,16020
611,10165,1468,185150,186560,1410
612,10165,1472,84700,86120,1420
613,10165,1473,171370,181660,10290
614,10165,1477,81810,82940,1130
615,10165,1479,122070,123380,1310
616,10165,1484,92640,93770,1130
617,10165,1491,161370,162530,1160
618,10165,1536,87950,89080,1130
619,10165,1540,282590,299470,16880
620,10165,1547,301080,302320,1240
621,10165,1548,198770,200090,1320
622,10165,1558,122250,134510,12260
623,10165,1564,133400,144890,11490
624,10165,1591,2720,3470,750
625,10173,1254,820,1070,250
626,10176,2175,12210,12210,0
627,10176,3329,25730,26080,350
628,10176,3846,15990,17150,1160
629,10204,246,1430,3030,1600
630,10204,324,5640,5860,220
631,10204,335,64030,65240,1210
632,10204,469,53620,54550,930
633,10204,586,360,840,480
634,10204,1525,271360,274340,2980
635,10204,1530,38660,39320,660
636,10204,1530,51180,51710,530
637,10204,1530,53820,76940,23120
638,10204,1615,7760,13050,5290
639,10204,1615,36430,36830,400
640,10204,1615,46040,47770,1730
641,10204,1615,132710,133160,450
642,10204,3079,24720,26050,1330
643,10204,3079,35340,36610,1270
644,10204,3079,50380,51730,1350
645,10204,3079,61120,62330,1210
646,10204,3079,72460,73770,1310
647,10204,3079,87280,88530,1250
648,10204,3079,138780,140050,1270
649,10204,3086,4900,6270,1370
650,10204,3168,77900,78990,1090
651,10204,3169,37310,39080,1770
652,10204,3174,143340,144770,1430
653,10204,3174,215820,217430,1610
654,10204,3174,276020,277530,1510
655,10204,3176,10870,12500,1630
656,10204,3179,82070,83600,1530
657,10204,3179,153270,154780,1510
658,10204,3179,213210,214760,1550
659,10204,3179,266710,268220,1510
660,10204,3181,22850,24340,1490
661,10204,3181,77590,79100,1510
662,10204,3182,77030,78380,1350
663,10204,3182,147750,149320,1570
664,10204,3182,206610,207960,1350
665,10204,3184,37710,39360,1650
666,10204,3184,93450,94820,1370
667,10204,3187,72500,73970,1470
668,10204,3187,131480,132810,1330
669,10204,3187,188900,190410,1510
670,10204,3189,119530,120860,1330
671,10204,3189,179390,180780,1390
672,10204,3190,21950,23720,1770
673,10204,3190,83410,85060,1650
674,10204,3190,144610,146340,1730
675,10204,3190,197130,198760,1630
676,10204,3192,26750,28320,1570
677,10204,3194,38030,39680,1650
678,10204,3200,18430,19680,1250
679,10204,3201,3390,4620,1230
680,10204,3202,16680,18470,1790
681,10204,3202,84010,85680,1670
682,10204,3202,141990,143500,1510
683,10204,3203,10200,11650,1450
684,10204,3205,23180,25230,2050
685,10204,3205,76020,77610,1590
686,10204,3206,63760,65130,1370
687,10204,3206,124260,126010,1750
688,10204,3206,203060,204590,1530
689,10204,3209,34410,36120,1710
690,10204,3209,89970,91460,1490
691,10204,3233,49040,50490,1450
692,10204,3233,120860,122470,1610
693,10204,3233,182300,183950,1650
694,10204,3233,259280,260830,1550
695,10204,3234,21620,23130,1510
696,10204,3234,69860,71750,1890
697,10204,3235,16220,17810,1590
698,10204,3235,85560,86830,1270
699,10204,3235,144640,146090,1450
700,10204,3235,222100,223530,1430
701,10204,3236,32080,33270,1190
702,10204,3237,55360,56530,1170
703,10204,3238,72740,73850,1110
704,10205,254,61390,62320,930
705,10205,358,210,240,30
706,10205,452,210,260,50
707,10205,673,2520,2550,30
708,10205,763,2560,2610,50
709,10205,773,1440,1440,0
710,10205,811,500,500,0
711,10205,953,16180,23510,7330
712,10205,1158,210,220,10
713,10205,1186,3180,3180,0
714,10205,1236,460,740,280
715,10205,1241,3720,3720,0
716,10205,1266,57280,58260,980
717,10205,1321,62490,63460,970
718,10205,1423,67810,68820,1010
719,10205,1433,92420,93130,710
720,10205,1540,57180,59800,2620
721,10205,1647,95270,96790,1520
722,10205,1653,176250,177120,870
723,10205,1654,80350,82790,2440
724,10205,1689,10560,12470,1910
725,10205,1689,53050,71000,17950
726,10205,1689,76680,77850,1170
727,10205,1790,311630,312340,710
728,10207,971,1290,1540,250
729,10207,1281,98330,99210,880
730,10207,2564,10840,11330,490
731,10222,352,99270,99710,440
732,10222,352,137960,139170,1210
733,10222,3098,40880,41180,300
734,10222,3099,1070,1720,650
735,10502,677,260,2680,2420
736,10502,740,3600,3600,0
737,10502,1162,2740,5200,2460
738,10502,1339,67540,68690,1150
739,10502,1465,66200,67110,910
740,10502,1534,13810,20030,6220
741,10502,1557,66640,67970,1330
742,10502,1675,8940,10040,1100
743,10502,1787,60440,62110,1670
744,10502,1901,11010,12700,1690
745,10502,2132,420,480,60
746,10502,2201,800,1220,420
747,10502,2223,500,750,250
748,10502,2321,380,900,520
749,10502,2437,190,500,310
750,10502,2488,250,520,270
751,10502,2799,7360,7830,470
752,10502,2799,9560,10030,470
753,10502,2857,330,1250,920
754,10502,2861,770,1580,810
755,10502,3318,7730,11990,4260
756,10502,3319,1030,1500,470
757,10510,471,49910,52360,2450
758,10510,471,58380,59270,890
759,10510,1607,2270,2620,350
760,10510,2934,39520,40270,750
761,10510,2935,59690,60780,1090
762,10557,388,200,760,560
763,10557,1971,184600,224040,39440
764,10557,1981,86010,86530,520
765,10557,1982,197560,247620,50060
766,10557,1986,21940,85800,63860
767,10557,1991,7260,7720,460
768,10557,1991,54990,94770,39780
769,10557,2070,154070,180060,25990
770,10569,1821,45950,49730,3780
771,10570,6021,56710,58500,1790
772,10571,3114,29960,30300,340
773,10571,3114,33940,35040,1100
774,10571,3116,105950,106380,430
775,10571,3116,110420,113090,2670
776,10571,3119,94890,95230,340
777,10571,3122,31960,32290,330
778,10571,3123,300,680,380
779,10571,3124,151800,152290,490
780,10571,3134,132840,133330,490
781,10571,3135,200,330,130
782,10572,20,95640,96090,450
783,10572,25,88180,88600,420
784,10572,26,2260,2700,440
785,10572,27,82140,82820,680
786,10572,28,3530,4030,500
787,10572,40,92130,92560,430
788,10572,41,1780,1990,210
789,10572,42,96780,97170,390
790,10572,46,110770,111190,420
791,10572,48,95800,97250,1450
792,10572,52,95340,96250,910
793,10572,61,99530,99960,430
794,10572,61,103610,104120,510
795,10572,66,88390,88850,460
796,10572,67,3230,3880,650
797,10572,72,82140,82580,440
798,10572,74,96500,97100,600
799,10572,98,80110,80570,460
800,10572,107,105070,105530,460
801,10572,107,108610,109160,550
802,10572,109,77040,77320,280
803,10572,109,83140,83690,550
804,10572,134,105180,105630,450
805,10572,137,105390,105860,470
806,10572,146,85760,86140,380
807,10572,146,90450,90990,540
808,10572,151,88730,89170,440
809,10572,161,82670,82980,310
810,10572,173,111890,112350,460
811,10572,174,650,2600,1950
812,10572,175,102530,103030,500
813,10572,180,90280,90700,420
814,10572,180,94900,95520,620
815,10572,183,124150,124550,400
816,10572,183,130030,130620,590
817,10572,185,135330,136060,730
818,10572,206,85990,86390,400
819,10572,206,89720,90210,490
820,10572,208,89920,90330,410
821,10572,215,87820,88270,450
822,10572,220,80200,80710,510
823,10572,221,860,1370,510
824,10572,224,119720,120090,370
825,10573,456,118700,120430,1730
826,10573,616,65930,67560,1630
827,10574,1564,10870,12780,1910
828,10574,2369,6630,6820,190
829,10574,2982,100140,101910,1770
830,10574,2989,138010,140290,2280
831,10574,2990,2410,2910,500
832,10574,3446,24930,26320,1390
833,10575,1463,9070,9130,60
834,10582,2909,13350,13350,0
835,10584,22,8130,10350,2220
836,10584,24,29280,31500,2220
837,10584,29,78140,87400,9260
838,10584,44,33210,35870,2660
839,10584,46,35530,38830,3300
840,10584,48,31780,33770,1990
841,10584,51,40850,43040,2190
842,10584,64,25670,27170,1500
843,10584,76,35230,53140,17910
844,10584,76,57050,73650,16600
845,10584,76,74710,75930,1220
846,10584,78,8510,10170,1660
847,10584,79,210,590,380
848,10584,86,24040,25380,1340
849,10584,89,29550,33850,4300
850,10584,92,29390,31510,2120
851,10584,121,26330,28220,1890
852,10584,125,31990,34360,2370
853,10584,127,31400,33630,2230
854,10584,130,26590,28920,2330
855,10584,149,29210,31380,2170
856,10584,153,27830,30370,2540
857,10584,159,28210,30480,2270
858,10584,165,55700,57830,2130
859,10584,179,38080,40910,2830
860,10584,181,28910,30820,1910
861,10584,184,31640,33610,1970
862,10584,198,30220,32100,1880
863,10584,202,26270,28800,2530
864,10584,203,200,17360,17160
865,10584,208,28290,30350,2060
866,10584,209,30640,30720,80
867,10584,210,3360,4120,760
868,10584,212,63530,65710,2180
869,10584,214,30920,33150,2230
870,10584,215,200,9830,9630
871,10584,229,28510,30650,2140
872,10584,235,26930,30100,3170
873,10584,238,82780,85510,2730
874,10584,243,35700,38380,2680
875,10584,266,27140,29430,2290
876,10584,271,29900,31230,1330
877,10584,279,27930,29750,1820
878,10584,282,30190,32930,2740
879,10584,285,28370,29760,1390
880,10584,287,53060,54870,1810
881,10584,288,200,2650,2450
882,10584,304,29040,31120,2080
883,10584,310,24220,26260,2040
884,10584,311,2050,15230,13180
885,10584,319,29370,32690,3320
886,10584,325,28330,31740,3410
887,10584,327,32670,34860,2190
888,10584,348,25910,28070,2160
889,10584,349,2700,4060,1360
890,10584,356,34690,36850,2160
891,10584,368,32010,33900,1890
892,10584,388,32350,34390,2040
893,10584,393,24060,25960,1900
