Event,Device,Trip,Starttime,Endtime,Duration
118,10165,369,84770,92520,7750
119,10165,374,71390,73810,2420
120,10165,375,220,2130,1910
121,10165,378,74050,79140,5090
122,10165,379,200,3990,3790
123,10165,398,20740,26810,6070
124,10165,399,200,5670,5470
125,10165,402,90450,92820,2370
126,10165,403,200,590,390
127,10165,408,59640,62800,3160
128,10165,409,200,2200,2000
129,10165,416,74610,78450,3840
130,10165,417,210,3070,2860
131,10165,424,79100,82560,3460
132,10165,425,200,930,730
133,10165,434,72090,105740,33650
134,10165,435,200,3370,3170
135,10165,437,79620,82440,2820
136,10165,441,69770,83070,13300
137,10165,442,200,220,20
138,10165,447,69080,78860,9780
139,10165,448,200,1520,1320
140,10165,452,64790,67450,2660
141,10165,471,77560,81980,4420
142,10165,477,98340,129450,31110
143,10165,478,200,1680,1480
144,10165,481,67430,76350,8920
145,10165,483,76250,79840,3590
146,10165,484,200,4110,3910
147,10165,489,77920,84800,6880
148,10165,490,200,1080,880
149,10165,492,57380,62950,5570
150,10165,529,219120,222790,3670
151,10165,534,103970,110640,6670
152,10165,538,78840,93740,14900
153,10165,539,210,3730,3520
154,10165,542,74050,89910,15860
155,10165,543,200,800,600
156,10165,555,66700,71350,4650
157,10165,561,74140,78270,4130
158,10165,567,16550,17590,1040
159,10165,567,19110,20250,1140
160,10165,574,80000,84260,4260
161,10165,575,210,2450,2240
162,10165,578,77590,81770,4180
163,10165,595,79010,91880,12870
164,10165,596,200,470,270
165,10165,599,67130,72450,5320
166,10165,610,200,8600,8400
167,10165,614,79090,95230,16140
168,10165,615,210,1780,1570
169,10165,619,9620,12550,2930
170,10165,634,63540,66230,2690
171,10165,639,78970,83210,4240
172,10165,640,220,6540,6320
173,10165,648,80760,83940,3180
174,10165,649,210,5010,4800
175,10165,652,105410,124070,18660
176,10165,653,180,8120,7940
177,10165,683,83420,87680,4260
178,10165,684,190,1550,1360
179,10165,689,83860,85900,2040
180,10165,693,94360,97890,3530
181,10165,694,200,2490,2290
182,10165,695,83870,86400,2530
183,10165,696,210,1330,1120
184,10165,701,101890,104970,3080
185,10165,702,210,1350,1140
186,10165,790,88010,91090,3080
187,10165,794,139770,141680,1910
188,10165,800,97270,106260,8990
189,10165,810,8790,11630,2840
190,10165,813,20830,22170,1340
191,10165,820,116870,126980,10110
192,10165,821,170,10330,10160
193,10165,847,68670,79180,10510
194,10165,848,200,2830,2630
195,10165,857,121870,124700,2830
196,10165,858,210,990,780
197,10165,863,122240,126530,4290
198,10165,864,200,4470,4270
199,10165,874,106870,109640,2770
200,10165,883,210,1560,1350
201,10165,954,124510,127850,3340
202,10165,970,75650,83870,8220
203,10165,971,200,47690,47490
204,10165,975,83840,86780,2940
205,10165,1005,116920,121580,4660
206,10165,1017,60680,64220,3540
207,10165,1036,128420,131900,3480
208,10165,1037,170,2490,2320
209,10165,1072,126500,126610,110
210,10165,1091,58780,61400,2620
211,10165,1092,200,9050,8850
212,10165,1206,88920,91390,2470
213,10165,1207,92740,93190,450
214,10165,1563,160920,161690,770
215,10165,1619,257510,258990,1480
216,10204,166,760,850,90
217,10224,1462,4130,4160,30
218,10502,1117,3650,3760,110
219,10502,3079,380,410,30
220,10572,62,11050,11940,890
221,10572,110,5380,6040,660
222,10572,111,90510,91100,590
223,10572,184,3630,4510,880
224,10574,1564,31820,32670,850
225,10574,1564,34740,35560,820
226,10586,264,9350,9690,340
227,10594,10088,20970,21590,620
228,10607,939,284300,285330,1030
229,10607,939,292300,293420,1120
230,10607,4610,292580,293330,750
231,10607,4640,222120,222750,630
232,10607,4685,296560,297190,630
233,10607,4686,94010,94700,690
234,10607,5508,138520,139520,1000
235,10607,5526,226820,227670,850
236,10607,5609,38750,39470,720
237,10607,5610,8100,8890,790
238,10607,5645,221010,221690,680
239,10607,5645,268650,269460,810
240,10607,5707,137960,138620,660
241,10607,5710,4730,5500,770
242,10607,5803,240,1440,1200
243,10607,5818,102360,103160,800
244,10607,5818,106220,107450,1230
245,10607,5895,50180,50820,640
246,10607,5915,283590,284440,850
247,10607,5916,133790,134610,820
248,10607,5924,189650,190510,860
249,10607,5927,111690,112500,810
250,10607,5933,190810,191450,640
251,10607,5936,112600,113580,980
252,10607,5938,300680,301530,850
253,10607,5938,308230,308970,740
254,10607,5942,114310,115400,1090
255,10616,977,23110,23880,770
256,10616,2069,36320,36930,610
257,10617,486,4130,4180,50
258,10618,222,127450,174730,47280
259,10618,222,227460,228600,1140
260,10618,444,5550,6550,1000
261,10618,444,18070,19030,960
262,13000,1153,93190,94540,1350
263,13107,7397,41700,42640,940
264,13107,7497,22000,23020,1020
265,13107,7498,6860,7980,1120
266,13107,7502,105520,106410,890
267,13107,7544,71590,72580,990
268,13107,7625,33370,34350,980
269,13107,7626,6130,7200,1070
270,13107,7718,34700,35740,1040
271,13107,7719,7450,8720,1270
272,13107,7802,52050,53280,1230
273,13107,7840,35850,36790,940
274,13107,7841,7360,8420,1060
275,13107,8007,57010,58100,1090
276,13107,8130,34710,35800,1090
277,13107,8199,37400,38370,970
278,13107,8200,10230,11530,1300
279,13107,8306,23430,24610,1180
280,13107,8307,9870,10960,1090
281,13107,8414,22240,23270,1030
282,13107,8514,23720,24870,1150
283,13107,8515,7020,8140,1120
284,13107,8626,21890,22940,1050
285,13107,8627,11390,12490,1100
286,13107,8733,24560,25700,1140
287,13107,8734,7140,8300,1160
288,13107,8842,38170,39150,980
289,13107,8843,8110,9280,1170
290,13107,8932,23590,24690,1100
291,13107,8933,6920,8190,1270
292,13107,9326,43370,44290,920
293,13107,9397,68960,69930,970
294,13107,9398,8930,10030,1100
295,13107,9577,21650,22650,1000
296,13107,9578,10710,11790,1080
297,13107,9827,45580,46660,1080
298,13107,9828,22140,23340,1200
299,13107,9903,35480,36590,1110
300,13107,9904,10200,11390,1190
301,13107,10055,55490,56590,1100
302,13107,10154,22740,23740,1000
303,13107,10413,7180,8080,900
304,13107,10512,8060,9160,1100
305,13107,10583,25030,26050,1020
306,13107,10663,27620,28580,960
307,13107,10664,6570,7630,1060
308,13107,10886,39680,40640,960
309,13107,11031,18830,19960,1130
310,13107,11176,27280,28310,1030
311,13107,11177,8940,9990,1050
312,13107,11291,23230,24800,1570
313,13107,11390,34100,35060,960
314,13107,11610,79820,80750,930
315,13107,11651,48840,49800,960
316,13107,11715,27510,28320,810
317,13107,11716,10260,11210,950
318,13107,11822,85310,86140,830
319,13107,11823,9470,10640,1170
320,13107,11926,14240,15480,1240
321,13107,11948,48230,49090,860
322,13107,12029,42990,43900,910
323,13107,12049,54580,55500,920
324,13107,12067,189790,190680,890
325,13107,12133,23480,24570,1090
326,13107,12175,20650,21570,920
327,13107,12249,27250,28180,930
328,13107,12266,65200,66080,880
329,13107,12364,21390,22280,890
330,13107,12365,12390,13460,1070
331,13107,12416,80030,80970,940
332,13107,12502,29750,30670,920
333,13107,14007,54390,55400,1010
334,13107,15043,7430,8460,1030
335,13108,233,4060,4910,850
336,13108,325,5060,6080,1020
337,13108,482,96900,97730,830
338,13108,799,5480,6160,680
339,13108,861,12380,14020,1640
340,13108,1051,6150,7110,960
341,13108,1123,2110,2330,220
342,13108,1188,7560,8470,910
343,13108,1458,5580,6750,1170
344,13108,6431,190,840,650
345,13108,8095,5930,6900,970
346,13108,8570,46310,47610,1300
347,13108,10854,6720,6720,0
348,13109,10226,43830,44910,1080
349,13109,10563,6050,6840,790
350,13110,4709,54790,57170,2380
351,15901,1,72720,74860,2140
